ID,Batch_wide,Pre,Stim,Post,Diff_StimPre,Diff_PostPre,Treat,Filter_2
466,3,206.786,83.491,50.319,-123.295,-156.467,ArgTric,2
467,3,89.928,59.702,25.88,-30.226,-64.048,ArgTric,2
468,3,181.365,110.061,80.345,-71.304,-101.02,ArgTric,2
469,3,153.734,74.255,53.57,-79.479,-100.164,ArgTric,2
470,3,169.736,91.372,48.678,-78.364,-121.058,ArgTric,2
471,3,113.519,52.272,24.564,-61.247,-88.955,ArgTric,2
472,3,135.435,98.338,41.741,-37.097,-93.694,ArgTric,2
473,3,98.383,84.881,78.087,-13.502,-20.296,ArgTric,2
474,3,72.966,86.234,42.103,13.268,-30.863,ArgTric,2
475,4,112.48,59.932,56.413,-52.548,-56.067,ArgTric,2
476,4,140.69,80.274,14.404,-60.416,-126.286,ArgTric,2
477,4,120.89,111.468,40.758,-9.422,-80.132,ArgTric,2
478,4,107.227,26.901,17.881,-80.326,-89.346,ArgTric,2
479,4,172.002,141.069,88.378,-30.933,-83.624,ArgTric,2
480,4,14.877,28.681,1.523,13.804,-13.354,ArgTric,2
481,4,98.132,64.704,74.313,-33.428,-23.819,ArgTric,2
482,4,153.72,118.257,71.513,-35.463,-82.207,ArgTric,2
483,4,50.495,48.409,29.415,-2.086,-21.08,ArgTric,2
484,4,108.615,91.135,13.312,-17.48,-95.303,ArgTric,2
485,1,45.049,21.731,44.156,-23.318,-0.893,Tric.002,2
486,1,40.419,4.1,4.604,-36.319,-35.815,Tric.002,2
487,1,30.517,35.302,28.171,4.785,-2.346,Tric.002,2
488,1,27.917,8.183,36.394,-19.734,8.477,Tric.002,2
489,1,32.517,46.937,51.367,14.42,18.85,Tric.002,2
490,1,52.727,31.999,33.139,-20.728,-19.588,Tric.002,2
491,1,30.476,28.658,29.75,-1.818,-0.726,Tric.002,2
492,1,56.626,80.912,90.059,24.286,33.433,Tric.002,2
493,1,54.033,33.012,28.383,-21.021,-25.65,Tric.002,2
494,1,76.432,50.158,31.78,-26.274,-44.652,Tric.002,2
495,2,30.199,31.5,41.003,1.301,10.804,Tric.002,2
496,2,79.888,28.833,75.465,-51.055,-4.423,Tric.002,2
497,2,31.435,22.007,32.887,-9.428,1.452,Tric.002,2
498,2,27.513,28.059,52.211,0.546,24.698,Tric.002,2
499,2,93.63,97.928,95.488,4.298,1.858,Tric.002,2
500,2,14.08,10.759,15.618,-3.321,1.538,Tric.002,2
501,2,34.577,16.847,26.875,-17.73,-7.702,Tric.002,2
502,2,52.804,28.624,23.02,-24.18,-29.784,Tric.002,2
503,2,52.196,38.755,49.099,-13.441,-3.097,Tric.002,2
504,2,30.975,34.101,54.678,3.126,23.703,Tric.002,2
505,3,61.653,21.78,43.453,-39.873,-18.2,Tric.002,2
506,3,61.38,61.717,79.475,0.337,18.095,Tric.002,2
507,3,54.893,65.804,47.437,10.911,-7.456,Tric.002,2
508,3,82.738,49.461,69.186,-33.277,-13.552,Tric.002,2
509,3,61.549,64.291,51.234,2.742,-10.315,Tric.002,2
510,3,90.104,72.953,86.475,-17.151,-3.629,Tric.002,2
511,3,62.456,61.956,73.889,-0.5,11.433,Tric.002,2
512,3,74.701,68.029,76.123,-6.672,1.422,Tric.002,2
513,3,54.638,53.784,59.761,-0.854,5.123,Tric.002,2
514,3,63.924,61.195,79.486,-2.729,15.562,Tric.002,2
515,4,136.425,82.841,117.111,-53.584,-19.314,Tric.002,2
516,4,26.675,41.132,22.558,14.457,-4.117,Tric.002,2
517,4,32.436,52.197,42.519,19.761,10.083,Tric.002,2
518,4,13.076,28.336,15.851,15.26,2.775,Tric.002,2
519,4,28.917,18.93,20.188,-9.987,-8.729,Tric.002,2
520,4,94.69,105.383,97.751,10.693,3.061,Tric.002,2
521,4,64.037,58.616,65.06,-5.421,1.023,Tric.002,2
522,4,87.855,104.43,94.719,16.575,6.864,Tric.002,2
523,4,78.148,72.491,62.267,-5.657,-15.881,Tric.002,2
524,4,104.848,105.013,58.948,0.165,-45.9,Tric.002,2
525,1,16.372,35.124,44.253,18.752,27.881,Tric.02,2
526,1,140.358,120.682,93.59,-19.676,-46.768,Tric.02,2
527,1,138.28,90.082,64.965,-48.198,-73.315,Tric.02,2
528,1,100.237,109.884,66.823,9.647,-33.414,Tric.02,2
529,1,103.35,72.849,53.547,-30.501,-49.803,Tric.02,2
530,1,91.239,45.731,20.202,-45.508,-71.037,Tric.02,2
531,1,123.206,165.844,66.979,42.638,-56.227,Tric.02,2
532,1,117.007,74.667,52.561,-42.34,-64.446,Tric.02,2
533,1,87.805,74.795,38.703,-13.01,-49.102,Tric.02,2
534,1,6.645,43.296,26.159,36.651,19.514,Tric.02,2
535,2,66.805,54.287,41.062,-12.518,-25.743,Tric.02,2
536,2,158.184,81.001,15.619,-77.183,-142.565,Tric.02,2
537,2,160.764,165.46,68.86,4.696,-91.904,Tric.02,2
538,2,77.872,14.333,41.038,-63.539,-36.834,Tric.02,2
539,2,130.03,102.686,59.504,-27.344,-70.526,Tric.02,2
540,2,96.566,81.192,50.243,-15.374,-46.323,Tric.02,2
541,2,127.481,78.072,53.117,-49.409,-74.364,Tric.02,2
542,2,109.347,107.176,66.106,-2.171,-43.241,Tric.02,2
543,2,59.786,19.709,7.169,-40.077,-52.617,Tric.02,2
544,2,84.952,53.88,36.498,-31.072,-48.454,Tric.02,2
545,3,109.671,41.178,24.043,-68.493,-85.628,Tric.02,2
546,3,82.288,87.713,67.297,5.425,-14.991,Tric.02,2
547,3,45.631,16.143,26.105,-29.488,-19.526,Tric.02,2
548,3,82.682,104.435,20.354,21.753,-62.328,Tric.02,2
549,3,79.519,66.523,29.739,-12.996,-49.78,Tric.02,2
550,3,130.422,30.463,13.073,-99.959,-117.349,Tric.02,2
551,3,146.343,71.355,16.38,-74.988,-129.963,Tric.02,2
552,3,84.48,64.421,90.691,-20.059,6.211,Tric.02,2
553,3,43.344,62.958,15.345,19.614,-27.999,Tric.02,2
554,3,85.224,50.147,20.221,-35.077,-65.003,Tric.02,2
555,4,117.186,62.809,30.728,-54.377,-86.458,Tric.02,2
556,4,30.726,91.431,32.235,60.705,1.509,Tric.02,2
557,4,33.92,33.294,49.518,-0.626,15.598,Tric.02,2
558,4,47.74,53.68,40.718,5.94,-7.022,Tric.02,2
559,4,113.961,114.796,0,0.835,-113.961,Tric.02,2
560,4,51.186,75.053,31.684,23.867,-19.502,Tric.02,2
561,4,45.274,43.273,4.627,-2.001,-40.647,Tric.02,2
562,4,88.722,115.599,34.301,26.877,-54.421,Tric.02,2
563,4,78.191,42.791,0,-35.4,-78.191,Tric.02,2
564,4,145.382,89.03,7.42,-56.352,-137.962,Tric.02,2
