Filter_1,Filter_1_1,Filter_1_2,Year,Batch,Number,Individual_Total,Individual_Treat,Phase,Species,Treatment,Treatment_Name,Resting_seconds,Active_seconds,vid_length,Resting_prop,Active_prop,Resting_entries,Active_entries,Resting_first_entry_time,Active_first_entry_time,Active_per_period,Diff_Activity,Change_Activity
2,0,0,22,2,2131,40,10,2,RT,C2,Treat(xCont)Stim,277.446,22.555,300.001,0.924817,0.075183,12,11,0,29.765,2.050455,-14.254,-0.387242
2,0,0,22,2,2132,40,10,3,RT,C2,Treat(xCont)Post,269.369,30.632,300.001,0.897894,0.102106,20,19,0,15.101,1.612211,-6.177,-0.167812
2,0,0,22,2,2133,41,11,1,RT,C2,Treat(xCont)Pre,226.577,73.424,300.001,0.755254,0.244746,33,32,0,25.18,2.2945,NA,NA
2,0,0,22,2,2134,41,11,2,RT,C2,Treat(xCont)Stim,264.047,35.954,300.001,0.880154,0.119846,11,11,0,57.401,3.268545,-37.47,-0.510324
2,0,0,22,2,2135,41,11,3,RT,C2,Treat(xCont)Post,249.556,50.445,300.001,0.831851,0.168149,21,21,3.961,0,2.402143,-22.979,-0.312963
2,0,0,22,2,2136,42,12,1,RT,C2,Treat(xCont)Pre,239.092,60.909,300.001,0.796971,0.203029,22,22,0,3.679,2.768591,NA,NA
2,0,0,22,2,2137,42,12,2,RT,C2,Treat(xCont)Stim,241.824,58.177,300.001,0.806077,0.193923,16,15,0,22.022,3.878467,-2.732,-0.044854
2,0,0,22,2,2138,42,12,3,RT,C2,Treat(xCont)Post,298.28,1.72,300,0.994267,0.005733,2,2,0,115.281,0.86,-59.189,-0.971761
2,0,0,22,2,2139,43,13,1,RT,C2,Treat(xCont)Pre,269.286,30.715,300.001,0.897617,0.102383,13,12,0,34.079,2.559583,NA,NA
2,0,0,22,2,2140,43,13,2,RT,C2,Treat(xCont)Stim,282.752,17.249,300.001,0.942504,0.057496,7,7,0,121.499,2.464143,-13.466,-0.438418
2,0,0,22,2,2141,43,13,3,RT,C2,Treat(xCont)Post,273.528,26.473,300.001,0.911757,0.088243,14,13,0,48.701,2.036385,-4.242,-0.138108
2,0,0,22,2,2142,44,14,1,RT,C2,Treat(xCont)Pre,233.999,66.002,300.001,0.779994,0.220006,27,26,0,3.72,2.538538,NA,NA
2,0,0,22,2,2143,44,14,2,RT,C2,Treat(xCont)Stim,220.402,79.599,300.001,0.734671,0.265329,28,28,0,1.98,2.842821,13.597,0.206009
2,0,0,22,2,2144,44,14,3,RT,C2,Treat(xCont)Post,232.21,67.791,300.001,0.774031,0.225969,32,31,0,15.644,2.186806,1.789,0.027105
2,0,0,22,2,2145,45,15,1,RT,C2,Treat(xCont)Pre,274.737,25.264,300.001,0.915787,0.084213,17,16,0,24.2,1.579,NA,NA
2,0,0,22,2,2146,45,15,2,RT,C2,Treat(xCont)Stim,278.76,21.241,300.001,0.929197,0.070803,11,10,0,100.881,2.1241,-4.023,-0.159238
2,0,0,22,2,2147,45,15,3,RT,C2,Treat(xCont)Post,297.181,2.82,300.001,0.9906,0.0094,3,2,0,188.561,1.41,-22.444,-0.888379
2,0,0,22,2,2148,46,16,1,RT,C2,Treat(xCont)Pre,270.296,29.705,300.001,0.900984,0.099016,12,11,0,5.56,2.700455,NA,NA
2,0,0,22,2,2149,46,16,2,RT,C2,Treat(xCont)Stim,278.258,21.743,300.001,0.927524,0.072476,7,6,0,74.203,3.623833,-7.962,-0.268036
2,0,0,22,2,2150,46,16,3,RT,C2,Treat(xCont)Post,272.368,27.633,300.001,0.90789,0.09211,12,12,2.761,0,2.30275,-2.072,-0.069753
2,0,0,22,3,2151,47,17,1,RT,C2,Treat(xCont)Pre,278.219,21.782,300.001,0.927394,0.072606,21,20,0,34.865,1.0891,NA,NA
2,0,0,22,3,2152,47,17,2,RT,C2,Treat(xCont)Stim,274.349,25.652,300.001,0.914494,0.085506,13,12,0,65.883,2.137667,3.87,0.17767
2,0,0,22,3,2153,47,17,3,RT,C2,Treat(xCont)Post,277.406,22.595,300.001,0.924684,0.075316,22,21,0,35.228,1.075952,0.813,0.037324
2,0,0,22,3,2154,48,18,1,RT,C2,Treat(xCont)Pre,242.143,57.858,300.001,0.807141,0.192859,28,28,0,7.4,2.066357,NA,NA
2,0,0,22,3,2155,48,18,2,RT,C2,Treat(xCont)Stim,202.617,97.384,300.001,0.675388,0.324612,27,27,2.321,0,3.606815,39.526,0.683155
2,0,0,22,3,2156,48,18,3,RT,C2,Treat(xCont)Post,240.775,59.226,300.001,0.802581,0.197419,24,25,4.32,0,2.36904,1.368,0.023644
2,0,0,22,3,2157,49,19,1,RT,C2,Treat(xCont)Pre,282.353,17.648,300.001,0.941174,0.058826,14,13,0,56.321,1.357538,NA,NA
2,0,0,22,3,2158,49,19,2,RT,C2,Treat(xCont)Stim,271.588,28.412,300,0.905293,0.094707,16,15,0,47.839,1.894133,10.764,0.609927
2,0,0,22,3,2159,49,19,3,RT,C2,Treat(xCont)Post,287.189,12.812,300.001,0.957293,0.042707,11,10,0,84.881,1.2812,-4.836,-0.274025
2,0,0,22,3,2160,50,20,1,RT,C2,Treat(xCont)Pre,298.98,1.021,300.001,0.996597,0.003403,2,1,0,49.161,1.021,NA,NA
2,0,0,22,3,2161,50,20,2,RT,C2,Treat(xCont)Stim,296.941,3.06,300.001,0.9898,0.0102,2,1,0,99.261,3.06,2.039,1.997062
2,0,0,22,3,2162,50,20,3,RT,C2,Treat(xCont)Post,299.227,0.774,300.001,0.99742,0.00258,2,1,0,153.327,0.774,-0.247,-0.24192
2,0,0,22,3,2163,51,21,1,RT,C2,Treat(xCont)Pre,232.924,66.556,299.48,0.777761,0.222239,35,34,0.521,15.78,1.957529,NA,NA
2,0,0,22,3,2164,51,21,2,RT,C2,Treat(xCont)Stim,208.642,91.359,300.001,0.695471,0.304529,35,34,0,13.58,2.687029,24.803,0.372664
2,0,0,22,3,2165,51,21,3,RT,C2,Treat(xCont)Post,225.411,74.59,300.001,0.751367,0.248633,35,34,0,6.342,2.193824,8.034,0.12071
2,0,0,22,3,2166,52,22,1,RT,C2,Treat(xCont)Pre,297.456,2.545,300.001,0.991517,0.008483,2,1,0,93.099,2.545,NA,NA
2,0,0,22,3,2167,52,22,2,RT,C2,Treat(xCont)Stim,287.709,12.292,300.001,0.959027,0.040973,7,6,0,68.54,2.048667,9.747,3.829862
2,0,0,22,3,2168,52,22,3,RT,C2,Treat(xCont)Post,294.874,5.127,300.001,0.98291,0.01709,3,2,0,114.621,2.5635,2.582,1.014538
2,0,0,22,3,2169,53,23,1,RT,C2,Treat(xCont)Pre,300.001,0,300.001,1,0,1,0,0,NA,NA,NA,NA
2,0,0,22,3,2170,53,23,2,RT,C2,Treat(xCont)Stim,300.001,0,300.001,1,0,1,0,0,NA,NA,NA,NA
2,0,0,22,3,2171,53,23,3,RT,C2,Treat(xCont)Post,300,0,300,1,0,1,0,0,NA,NA,NA,NA
2,0,0,22,3,2172,54,24,1,RT,C2,Treat(xCont)Pre,279.561,20.44,300.001,0.931867,0.068133,8,7,0,25.021,2.92,NA,NA
2,0,0,22,3,2173,54,24,2,RT,C2,Treat(xCont)Stim,107.492,12.747,300,0.358307,0.04249,3,3,180.784,179.761,4.249,-7.693,-0.37637
2,0,0,22,3,2174,54,24,3,RT,C2,Treat(xCont)Post,287.318,12.683,300.001,0.957723,0.042277,3,2,0,96.781,6.3415,-7.757,-0.379501
2,0,0,23,4,2195,55,41,1,RT,C2,Treat(Cont)Pre,233.681,66.32,300.001,0.778934,0.221066,26,26,0,5.745,2.550769,NA,NA
2,0,0,23,4,2196,55,41,2,RT,C2,Treat(Cont)Stim,219.38,80.62,300,0.731267,0.268733,31,31,0,10.079,2.600645,14.3,0.215621
2,0,0,23,4,2197,55,41,3,RT,C2,Treat(Cont)Post,241.472,58.528,300,0.804907,0.195093,24,23,0,3.661,2.544696,-7.792,-0.117491
2,0,0,23,4,2198,56,42,1,RT,C2,Treat(Cont)Pre,206.888,93.113,300.001,0.689624,0.310376,33,32,0,6.204,2.909781,NA,NA
2,0,0,23,4,2199,56,42,2,RT,C2,Treat(Cont)Stim,176.435,123.566,300.001,0.588115,0.411885,39,39,0,4.24,3.168359,30.453,0.327054
2,0,0,23,4,2200,56,42,3,RT,C2,Treat(Cont)Post,184.557,115.443,300,0.61519,0.38481,37,38,4.961,0,3.037974,22.33,0.239816
2,0,0,23,4,2201,57,43,1,RT,C2,Treat(Cont)Pre,231.968,68.033,300.001,0.773224,0.226776,35,34,0,13.084,2.000971,NA,NA
2,0,0,23,4,2202,57,43,2,RT,C2,Treat(Cont)Stim,233.007,66.993,300,0.77669,0.22331,30,29,0,52.36,2.310103,-1.04,-0.015287
2,0,0,23,4,2203,57,43,3,RT,C2,Treat(Cont)Post,218.043,81.957,300,0.72681,0.27319,36,37,1.7,0,2.215054,13.924,0.204665
2,0,0,23,4,2204,58,44,1,RT,C2,Treat(Cont)Pre,252.917,47.084,300.001,0.843054,0.156946,19,18,0,35.1,2.615778,NA,NA
2,0,0,23,4,2205,58,44,2,RT,C2,Treat(Cont)Stim,262.882,37.118,300,0.876273,0.123727,9,8,0,16.645,4.63975,-9.966,-0.211664
2,0,0,23,4,2206,58,44,3,RT,C2,Treat(Cont)Post,270.116,29.884,300,0.900387,0.099613,11,11,0,7.302,2.716727,-17.2,-0.365305
2,0,0,23,4,2207,59,45,1,RT,C2,Treat(Cont)Pre,251.366,48.635,300.001,0.837884,0.162116,21,20,0,2.28,2.43175,NA,NA
2,0,0,23,4,2208,59,45,2,RT,C2,Treat(Cont)Stim,273.127,26.874,300.001,0.91042,0.08958,17,16,0,190.221,1.679625,-21.761,-0.447435
2,0,0,23,4,2209,59,45,3,RT,C2,Treat(Cont)Post,226.481,73.519,300,0.754937,0.245063,41,40,0,1.884,1.837975,24.884,0.511648
2,0,0,23,5,2250,60,66,1,RT,C2,Treat(Cont)Pre,276.488,23.513,300.001,0.921624,0.078376,11,10,0,28.9,2.3513,NA,NA
2,0,0,23,5,2251,60,66,2,RT,C2,Treat(Cont)Stim,275.165,24.835,300,0.917217,0.082783,13,12,0,5.941,2.069583,1.322,0.056224
2,0,0,23,5,2252,60,66,3,RT,C2,Treat(Cont)Post,279.538,20.463,300.001,0.93179,0.06821,8,7,0,15.52,2.923286,-3.05,-0.129715
2,0,0,23,5,2253,61,67,1,RT,C2,Treat(Cont)Pre,286.173,13.828,300.001,0.953907,0.046093,12,11,0,10.886,1.257091,NA,NA
2,0,0,23,5,2254,61,67,2,RT,C2,Treat(Cont)Stim,273.124,26.876,300,0.910413,0.089587,16,15,0,93.599,1.791733,13.048,0.943593
2,0,0,23,5,2255,61,67,3,RT,C2,Treat(Cont)Post,283.094,16.907,300.001,0.943644,0.056356,13,12,0,12.96,1.408917,3.079,0.222664
2,0,0,23,5,2256,62,68,1,RT,C2,Treat(Cont)Pre,271.808,28.193,300.001,0.906024,0.093976,17,16,0,15.643,1.762063,NA,NA
2,0,0,23,5,2257,62,68,2,RT,C2,Treat(Cont)Stim,285.951,14.05,300.001,0.953167,0.046833,7,6,0,114.3,2.341667,-14.143,-0.501649
2,0,0,23,5,2258,62,68,3,RT,C2,Treat(Cont)Post,279.026,20.974,300,0.930087,0.069913,10,9,0,33.361,2.330444,-7.219,-0.256056
2,0,0,23,5,2259,63,69,1,RT,C2,Treat(Cont)Pre,283.113,16.888,300.001,0.943707,0.056293,12,11,0,40.539,1.535273,NA,NA
2,0,0,23,5,2260,63,69,2,RT,C2,Treat(Cont)Stim,267.808,32.192,300,0.892693,0.107307,19,18,0,0.86,1.788444,15.304,0.906206
2,0,0,23,5,2261,63,69,3,RT,C2,Treat(Cont)Post,269.544,30.456,300,0.89848,0.10152,14,13,0,7.046,2.342769,13.568,0.803411
2,0,0,23,5,2262,64,70,1,RT,C2,Treat(Cont)Pre,276.312,23.689,300.001,0.921037,0.078963,14,13,0,12.6,1.822231,NA,NA
2,0,0,23,5,2263,64,70,2,RT,C2,Treat(Cont)Stim,268.063,31.937,300,0.893543,0.106457,22,21,0,5.64,1.52081,8.248,0.348178
2,0,0,23,5,2264,64,70,3,RT,C2,Treat(Cont)Post,295.537,4.463,300,0.985123,0.014877,3,3,0,8.479,1.487667,-19.226,-0.8116
2,0,0,23,5,2265,65,71,1,RT,C2,Treat(Cont)Pre,300,0,300,1,0,1,0,0,NA,NA,NA,NA
2,0,0,23,5,2266,65,71,2,RT,C2,Treat(Cont)Stim,300,0,300,1,0,1,0,0,NA,NA,NA,NA
2,0,0,23,5,2267,65,71,3,RT,C2,Treat(Cont)Post,300.001,0,300.001,1,0,1,0,0,NA,NA,NA,NA
2,0,0,23,5,2268,66,72,1,RT,C2,Treat(Cont)Pre,275.146,24.855,300.001,0.91715,0.08285,13,12,0,6.662,2.07125,NA,NA
2,0,0,23,5,2269,66,72,2,RT,C2,Treat(Cont)Stim,286.452,13.548,300,0.95484,0.04516,9,8,0,149.3,1.6935,-11.307,-0.454919
2,0,0,23,5,2270,66,72,3,RT,C2,Treat(Cont)Post,281.041,18.959,300,0.936803,0.063197,14,13,0,7.601,1.458385,-5.896,-0.237216
2,0,0,23,5,2271,67,73,1,RT,C2,Treat(Cont)Pre,261.683,38.318,300.001,0.872274,0.127726,17,16,0,16.028,2.394875,NA,NA
2,0,0,23,5,2272,67,73,2,RT,C2,Treat(Cont)Stim,231.986,68.014,300,0.773287,0.226713,20,20,2.92,0,3.4007,29.696,0.774988
2,0,0,23,5,2273,67,73,3,RT,C2,Treat(Cont)Post,282.329,17.672,300.001,0.941094,0.058906,7,6,0,42.822,2.945333,-20.646,-0.538807
2,0,0,23,5,2274,68,74,1,RT,C2,Treat(Cont)Pre,276.666,23.335,300.001,0.922217,0.077783,16,15,0,25.861,1.555667,NA,NA
2,0,0,23,5,2275,68,74,2,RT,C2,Treat(Cont)Stim,257.606,42.394,300,0.858687,0.141313,13,12,0,41.06,3.532833,19.059,0.816756
2,0,0,23,5,2276,68,74,3,RT,C2,Treat(Cont)Post,280.315,19.686,300.001,0.93438,0.06562,13,12,0,54.428,1.6405,-3.649,-0.156375
2,0,0,23,5,2277,69,75,1,RT,C2,Treat(Cont)Pre,300,0,300,1,0,1,0,0,NA,0,NA,NA
2,0,0,23,5,2278,69,75,2,RT,C2,Treat(Cont)Stim,291.8,8.2,300,0.972667,0.027333,5,4,0,142.384,2.05,8.2,NA
2,0,0,23,5,2279,69,75,3,RT,C2,Treat(Cont)Post,282.842,17.159,300.001,0.942804,0.057196,5,4,0,113.341,4.28975,17.159,NA
2,0,0,22,1,3643,321,1,1,RT,Arg.2,Treat(Arg.2)Pre,293.601,6.4,300.001,0.979,0.021,3,2,0,84.32,3.2,NA,NA
2,0,0,22,1,3644,321,1,2,RT,Arg.2,Treat(Arg.2)Stim,297.701,2.3,300.001,0.992333,0.007667,2,1,0,8.18,2.3,-4.1,-0.640625
2,0,0,22,1,3645,321,1,3,RT,Arg.2,Treat(Arg.2)Post,300.001,0,300.001,1,0,1,0,0,NA,0,-6.4,-1
2,0,0,22,1,3646,322,2,1,RT,Arg.2,Treat(Arg.2)Pre,291.839,8.162,300.001,0.973,0.027,5,5,0,1.721,1.6324,NA,NA
2,0,0,22,1,3647,322,2,2,RT,Arg.2,Treat(Arg.2)Stim,287.189,12.812,300.001,0.957293,0.042707,8,8,1.801,0,1.6015,4.65,0.569713
2,0,0,22,1,3648,322,2,3,RT,Arg.2,Treat(Arg.2)Post,300,0,300,1,0,1,0,0,NA,0,-8.162,-1
2,0,0,22,1,3649,323,3,1,RT,Arg.2,Treat(Arg.2)Pre,300.001,0,300.001,1,0,1,0,0,NA,0,NA,NA
2,0,0,22,1,3650,323,3,2,RT,Arg.2,Treat(Arg.2)Stim,297.181,2.82,300.001,0.9906,0.0094,2,1,0,6.84,2.82,2.82,NA
2,0,0,22,1,3651,323,3,3,RT,Arg.2,Treat(Arg.2)Post,300,0,300,1,0,1,0,0,NA,0,0,NA
2,0,0,22,1,3652,324,4,1,RT,Arg.2,Treat(Arg.2)Pre,271.418,28.583,300.001,0.905,0.095,11,10,0,127.344,2.8583,NA,NA
2,0,0,22,1,3653,324,4,2,RT,Arg.2,Treat(Arg.2)Stim,295.9,4.101,300.001,0.98633,0.01367,4,3,0,3.58,1.367,-24.482,-0.856523
2,0,0,22,1,3654,324,4,3,RT,Arg.2,Treat(Arg.2)Post,300,0,300,1,0,1,0,0,NA,0,-28.583,-1
2,0,0,22,1,3655,325,5,1,RT,Arg.2,Treat(Arg.2)Pre,293.874,6.126,300,0.98,0.02,5,4,0,114.04,1.5315,NA,NA
2,0,0,22,1,3656,325,5,2,RT,Arg.2,Treat(Arg.2)Stim,300.001,0,300.001,1,0,1,0,0,NA,0,-6.126,-1
2,0,0,22,1,3657,325,5,3,RT,Arg.2,Treat(Arg.2)Post,300,0,300,1,0,1,0,0,NA,0,-6.126,-1
2,0,0,22,1,3658,326,6,1,RT,Arg.2,Treat(Arg.2)Pre,300,0,300,1,0,1,0,0,NA,NA,NA,NA
2,0,0,22,1,3659,326,6,2,RT,Arg.2,Treat(Arg.2)Stim,300,0,300,1,0,1,0,0,NA,NA,NA,NA
2,0,0,22,1,3660,326,6,3,RT,Arg.2,Treat(Arg.2)Post,300,0,300,1,0,1,0,0,NA,NA,NA,NA
2,0,0,22,1,3661,327,7,1,RT,Arg.2,Treat(Arg.2)Pre,279.103,20.898,300.001,0.93,0.07,14,13,0,13.621,1.607538,NA,NA
2,0,0,22,1,3662,327,7,2,RT,Arg.2,Treat(Arg.2)Stim,300,0,300,1,0,1,0,0,NA,0,-20.898,-1
2,0,0,22,1,3663,327,7,3,RT,Arg.2,Treat(Arg.2)Post,300,0,300,1,0,1,0,0,NA,0,-20.898,-1
2,0,0,22,1,3664,328,8,1,RT,Arg.2,Treat(Arg.2)Pre,277.062,22.939,300.001,0.924,0.076,12,11,0,21.766,2.085364,NA,NA
2,0,0,22,1,3665,328,8,2,RT,Arg.2,Treat(Arg.2)Stim,298.459,1.541,300,0.994863,0.005137,3,2,0,25.18,0.7705,-21.398,-0.932822
2,0,0,22,1,3666,328,8,3,RT,Arg.2,Treat(Arg.2)Post,296.418,3.583,300.001,0.988,0.012,7,6,0,1.741,0.597167,-19.356,-0.843803
2,0,0,22,1,3667,329,9,1,RT,Arg.2,Treat(Arg.2)Pre,288.461,11.54,300.001,0.962,0.038,6,5,0,123.782,2.308,NA,NA
2,0,0,22,1,3668,329,9,2,RT,Arg.2,Treat(Arg.2)Stim,300,0,300,1,0,1,0,0,NA,0,-11.54,-1
2,0,0,22,1,3669,329,9,3,RT,Arg.2,Treat(Arg.2)Post,300,0,300,1,0,1,0,0,NA,0,-11.54,-1
2,0,0,22,1,3670,330,10,1,RT,Arg.2,Treat(Arg.2)Pre,261.338,38.663,300.001,0.871,0.129,13,12,0,27.641,3.221917,NA,NA
2,0,0,22,1,3671,330,10,2,RT,Arg.2,Treat(Arg.2)Stim,300.001,0,300.001,1,0,1,0,0,NA,0,-38.663,-1
2,0,0,22,1,3672,330,10,3,RT,Arg.2,Treat(Arg.2)Post,300.001,0,300.001,1,0,1,0,0,NA,0,-38.663,-1
2,0,0,22,2,3673,331,11,1,RT,Arg.2,Treat(Arg.2)Pre,280.759,19.242,300.001,0.936,0.064,12,11,0,17.141,1.749273,NA,NA
2,0,0,22,2,3674,331,11,2,RT,Arg.2,Treat(Arg.2)Stim,293.787,6.214,300.001,0.979287,0.020713,5,4,0,12.144,1.5535,-13.028,-0.677061
2,0,0,22,2,3675,331,11,3,RT,Arg.2,Treat(Arg.2)Post,300,0,300,1,0,1,0,0,NA,0,-19.242,-1
2,0,0,22,2,3676,332,12,1,RT,Arg.2,Treat(Arg.2)Pre,298.822,1.179,300.001,0.996,0.004,2,1,0,141.001,1.179,NA,NA
2,0,0,22,2,3677,332,12,2,RT,Arg.2,Treat(Arg.2)Stim,300,0,300,1,0,1,0,0,NA,0,-1.179,-1
2,0,0,22,2,3678,332,12,3,RT,Arg.2,Treat(Arg.2)Post,300,0,300,1,0,1,0,0,NA,0,-1.179,-1
2,0,0,22,2,3679,333,13,1,RT,Arg.2,Treat(Arg.2)Pre,300.001,0,300.001,1,0,1,0,0,NA,0,NA,NA
2,0,0,22,2,3680,333,13,2,RT,Arg.2,Treat(Arg.2)Stim,296.166,3.834,300,0.98722,0.01278,3,2,0,0.981,1.917,3.834,NA
2,0,0,22,2,3681,333,13,3,RT,Arg.2,Treat(Arg.2)Post,300,0,300,1,0,1,0,0,NA,0,0,NA
2,0,0,22,2,3682,334,14,1,RT,Arg.2,Treat(Arg.2)Pre,288.968,11.033,300.001,0.963,0.037,6,5,0,182.342,2.2066,NA,NA
2,0,0,22,2,3683,334,14,2,RT,Arg.2,Treat(Arg.2)Stim,287.959,12.041,300,0.959863,0.040137,5,3,0,4.921,4.013667,1.008,0.091362
2,0,0,22,2,3684,334,14,3,RT,Arg.2,Treat(Arg.2)Post,300,0,300,1,0,1,0,0,NA,0,-11.033,-1
2,0,0,22,2,3685,335,15,1,RT,Arg.2,Treat(Arg.2)Pre,288.464,11.537,300.001,0.962,0.038,4,3,0,52.921,3.845667,NA,NA
2,0,0,22,2,3686,335,15,2,RT,Arg.2,Treat(Arg.2)Stim,300,0,300,1,0,1,0,0,NA,0,-11.537,-1
2,0,0,22,2,3687,335,15,3,RT,Arg.2,Treat(Arg.2)Post,300,0,300,1,0,1,0,0,NA,0,-11.537,-1
2,0,0,22,2,3688,336,16,1,RT,Arg.2,Treat(Arg.2)Pre,286.972,13.029,300.001,0.957,0.043,11,10,0,13.16,1.3029,NA,NA
2,0,0,22,2,3689,336,16,2,RT,Arg.2,Treat(Arg.2)Stim,295.652,4.348,300,0.985507,0.014493,4,3,0,10.139,1.449333,-8.681,-0.666283
2,0,0,22,2,3690,336,16,3,RT,Arg.2,Treat(Arg.2)Post,300,0,300,1,0,1,0,0,NA,0,-13.029,-1
2,0,0,22,2,3691,337,17,1,RT,Arg.2,Treat(Arg.2)Pre,300.001,0,300.001,1,0,1,0,0,NA,0,NA,NA
2,0,0,22,2,3692,337,17,2,RT,Arg.2,Treat(Arg.2)Stim,298.339,1.661,300,0.994463,0.005537,1,1,1.661,0,1.661,1.661,NA
2,0,0,22,2,3693,337,17,3,RT,Arg.2,Treat(Arg.2)Post,300,0,300,1,0,1,0,0,NA,0,0,NA
2,0,0,22,2,3694,338,18,1,RT,Arg.2,Treat(Arg.2)Pre,272.54,27.461,300.001,0.908,0.092,12,11,0,7.58,2.496455,NA,NA
2,0,0,22,2,3695,338,18,2,RT,Arg.2,Treat(Arg.2)Stim,283.415,16.585,300,0.944717,0.055283,5,4,0,64.902,4.14625,-10.876,-0.396053
2,0,0,22,2,3696,338,18,3,RT,Arg.2,Treat(Arg.2)Post,277.717,22.284,300.001,0.926,0.074,10,9,0,16.859,2.476,-5.177,-0.188522
2,0,0,22,2,3697,339,19,1,RT,Arg.2,Treat(Arg.2)Pre,266.977,33.024,300.001,0.89,0.11,19,18,0,19.341,1.834667,NA,NA
2,0,0,22,2,3698,339,19,2,RT,Arg.2,Treat(Arg.2)Stim,300.001,0,300.001,1,0,1,0,0,NA,0,-33.024,-1
2,0,0,22,2,3699,339,19,3,RT,Arg.2,Treat(Arg.2)Post,300,0,300,1,0,1,0,0,NA,0,-33.024,-1
2,0,0,22,2,3700,340,20,1,RT,Arg.2,Treat(Arg.2)Pre,283.357,16.644,300.001,0.945,0.055,9,8,0,38.2,2.0805,NA,NA
2,0,0,22,2,3701,340,20,2,RT,Arg.2,Treat(Arg.2)Stim,300.001,0,300.001,1,0,1,0,0,NA,0,-16.644,-1
2,0,0,22,2,3702,340,20,3,RT,Arg.2,Treat(Arg.2)Post,300,0,300,1,0,1,0,0,NA,0,-16.644,-1
2,0,0,22,3,3703,341,21,1,RT,Arg.2,Treat(Arg.2)Pre,279.779,20.222,300.001,0.933,0.067,13,12,0,5.92,1.685167,NA,NA
2,0,0,22,3,3704,341,21,2,RT,Arg.2,Treat(Arg.2)Stim,291.544,8.456,300,0.971813,0.028187,6,5,0,0.709,1.6912,-11.766,-0.581842
2,0,0,22,3,3705,341,21,3,RT,Arg.2,Treat(Arg.2)Post,300,0,300,1,0,1,0,0,NA,0,-20.222,-1
2,0,0,22,3,3706,342,22,1,RT,Arg.2,Treat(Arg.2)Pre,284.617,15.384,300.001,0.949,0.051,8,7,0,51.42,2.197714,NA,NA
2,0,0,22,3,3707,342,22,2,RT,Arg.2,Treat(Arg.2)Stim,300,0,300,1,0,1,0,0,NA,0,-15.384,-1
2,0,0,22,3,3708,342,22,3,RT,Arg.2,Treat(Arg.2)Post,300,0,300,1,0,1,0,0,NA,0,-15.384,-1
2,0,0,22,3,3709,343,23,1,RT,Arg.2,Treat(Arg.2)Pre,286.916,13.085,300.001,0.956,0.044,10,9,0,39.9,1.453889,NA,NA
2,0,0,22,3,3710,343,23,2,RT,Arg.2,Treat(Arg.2)Stim,300.001,0,300.001,1,0,1,0,0,NA,0,-13.085,-1
2,0,0,22,3,3711,343,23,3,RT,Arg.2,Treat(Arg.2)Post,300,0,300,1,0,1,0,0,NA,0,-13.085,-1
2,0,0,22,3,3712,344,24,1,RT,Arg.2,Treat(Arg.2)Pre,249.791,50.21,300.001,0.833,0.167,23,22,0,11.921,2.282273,NA,NA
2,0,0,22,3,3713,344,24,2,RT,Arg.2,Treat(Arg.2)Stim,300.001,0,300.001,1,0,1,0,0,NA,0,-50.21,-1
2,0,0,22,3,3714,344,24,3,RT,Arg.2,Treat(Arg.2)Post,298.981,1.02,300.001,0.997,0.003,2,1,0,41.741,1.02,-49.19,-0.979685
2,0,0,22,3,3715,345,25,1,RT,Arg.2,Treat(Arg.2)Pre,284.239,15.762,300.001,0.947,0.053,4,3,0,63.18,5.254,NA,NA
2,0,0,22,3,3716,345,25,2,RT,Arg.2,Treat(Arg.2)Stim,292.612,7.389,300.001,0.97537,0.02463,2,2,3.548,0,3.6945,-8.373,-0.531214
2,0,0,22,3,3717,345,25,3,RT,Arg.2,Treat(Arg.2)Post,300,0,300,1,0,1,0,0,NA,0,-15.762,-1
2,0,0,22,3,3718,346,26,1,RT,Arg.2,Treat(Arg.2)Pre,243.391,56.61,300.001,0.811,0.189,23,22,0,0.68,2.573182,NA,NA
2,0,0,22,3,3719,346,26,2,RT,Arg.2,Treat(Arg.2)Stim,284.796,15.204,300,0.94932,0.05068,7,7,0.902,0,2.172,-41.406,-0.731426
2,0,0,22,3,3720,346,26,3,RT,Arg.2,Treat(Arg.2)Post,287.914,12.087,300.001,0.96,0.04,7,6,0,63.441,2.0145,-44.523,-0.786486
2,0,0,22,3,3721,347,27,1,RT,Arg.2,Treat(Arg.2)Pre,247.277,52.724,300.001,0.824,0.176,20,19,0,8.86,2.774947,NA,NA
2,0,0,22,3,3722,347,27,2,RT,Arg.2,Treat(Arg.2)Stim,300.001,0,300.001,1,0,1,0,0,NA,0,-52.724,-1
2,0,0,22,3,3723,347,27,3,RT,Arg.2,Treat(Arg.2)Post,300,0,300,1,0,1,0,0,NA,0,-52.724,-1
2,0,0,22,3,3724,348,28,1,RT,Arg.2,Treat(Arg.2)Pre,281.829,18.172,300.001,0.939,0.061,6,5,0,47.8,3.6344,NA,NA
2,0,0,22,3,3725,348,28,2,RT,Arg.2,Treat(Arg.2)Stim,300.001,0,300.001,1,0,1,0,0,NA,0,-18.172,-1
2,0,0,22,3,3726,348,28,3,RT,Arg.2,Treat(Arg.2)Post,300,0,300,1,0,1,0,0,NA,0,-18.172,-1
2,0,0,22,3,3727,349,29,1,RT,Arg.2,Treat(Arg.2)Pre,243.588,56.413,300.001,0.812,0.188,12,11,0,4.881,5.128455,NA,NA
