Filter_1,Filter_1_1,Filter_1_2,Year,Batch,Number,Individual_Total,Individual_Treat,Phase,Species,Treatment,Treatment_Name,Resting_seconds,Active_seconds,vid_length,Resting_prop,Active_prop,Resting_entries,Active_entries,Resting_first_entry_time,Active_first_entry_time,Active_per_period,Diff_Activity,Change_Activity
1,0,1,21,3,2955,185,26,1,RT,24h,Treat(24h)Pre,287.929,12.071,300,0.96,0.04,6,5,0,116.421,2.4142,NA,NA
1,0,1,21,3,2956,185,26,2,RT,24h,Treat(24h)Stim,298.72,1.28,300,0.995733,0.004267,2,1,0,182.801,1.28,-10.791,-0.893961
1,0,1,21,3,2957,185,26,3,RT,24h,Treat(24h)Post,282.876,17.124,300,0.943,0.057,6,5,0,119.665,3.4248,5.053,0.418607
1,0,1,21,3,2958,186,27,1,RT,24h,Treat(24h)Pre,252.3,47.7,300,0.841,0.159,21,20,0,13.16,2.385,NA,NA
1,0,1,21,3,2959,186,27,2,RT,24h,Treat(24h)Stim,283.393,16.607,300,0.944643,0.055357,9,8,0,22.385,2.075875,-31.093,-0.651845
1,0,1,21,3,2960,186,27,3,RT,24h,Treat(24h)Post,276.338,23.662,300,0.921,0.079,8,7,0,54.481,3.380286,-24.038,-0.503941
1,0,1,21,3,2961,187,28,1,RT,24h,Treat(24h)Pre,291.824,8.176,300,0.973,0.027,6,5,0,259.021,1.6352,NA,NA
1,0,1,21,3,2962,187,28,2,RT,24h,Treat(24h)Stim,300,0,300,1,0,1,0,0,NA,0,-8.176,-1
1,0,1,21,3,2963,187,28,3,RT,24h,Treat(24h)Post,300,0,300,1,0,1,0,0,NA,0,-8.176,-1
1,0,1,21,3,2964,188,29,1,RT,24h,Treat(24h)Pre,256.683,43.317,300,0.856,0.144,32,32,0,1.981,1.353656,NA,NA
1,0,1,21,3,2965,188,29,2,RT,24h,Treat(24h)Stim,259.298,40.702,300,0.864327,0.135673,28,27,0,29.882,1.507481,-2.615,-0.060369
1,0,1,21,3,2966,188,29,3,RT,24h,Treat(24h)Post,281.383,18.617,300,0.938,0.062,15,14,0,73.949,1.329786,-24.7,-0.570215
1,0,1,21,3,2967,189,30,1,RT,24h,Treat(24h)Pre,189.645,110.355,300,0.632,0.368,21,22,0.966,0,5.016136,NA,NA
1,0,1,21,3,2968,189,30,2,RT,24h,Treat(24h)Stim,280.023,19.977,300,0.93341,0.06659,9,8,0,22.32,2.497125,-90.378,-0.818975
1,0,1,21,3,2969,189,30,3,RT,24h,Treat(24h)Post,271.04,28.96,300,0.903,0.097,12,11,0,26.381,2.632727,-81.395,-0.737574
1,0,1,22,1,3100,200,1,1,RT,65C,Treat(65Ü)Pre,279.456,20.545,300.001,0.932,0.068,10,10,0,10.96,2.0545,NA,NA
1,0,1,22,1,3101,200,1,2,Rt,65C,Treat(65Ü)Stim,286.485,13.516,300.001,0.954947,0.045053,9,8,0,18.14,1.6895,-7.029,-0.342127
1,0,1,22,1,3102,200,1,3,RT,65C,Treat(65Ü)Post,297.18,2.821,300.001,0.991,0.009,2,1,0,95.24,2.821,-17.724,-0.862692
1,0,1,22,1,3103,201,2,1,RT,65C,Treat(65Ü)Pre,286.189,13.812,300.001,0.954,0.046,11,10,0,56.859,1.3812,NA,NA
1,0,1,22,1,3104,201,2,2,Rt,65C,Treat(65Ü)Stim,283.691,16.31,300.001,0.945634,0.054366,10,9,0,28,1.812222,2.498,0.180857
1,0,1,22,1,3105,201,2,3,RT,65C,Treat(65Ü)Post,279.764,20.237,300.001,0.933,0.067,11,10,0,35.34,2.0237,6.425,0.465175
1,0,1,22,1,3106,202,3,1,RT,65C,Treat(65Ü)Pre,300.001,0,300.001,1,0,1,0,0,NA,NA,NA,NA
1,0,1,22,1,3107,202,3,2,Rt,65C,Treat(65Ü)Stim,300.001,0,300.001,1,0,1,0,0,NA,NA,NA,NA
1,0,1,22,1,3108,202,3,3,RT,65C,Treat(65Ü)Post,300,0,300,1,0,1,0,0,NA,NA,NA,NA
1,0,1,22,1,3109,203,4,1,RT,65C,Treat(65Ü)Pre,283.616,16.385,300.001,0.945,0.055,5,4,0,42.381,4.09625,NA,NA
1,0,1,22,1,3110,203,4,2,Rt,65C,Treat(65Ü)Stim,287.195,12.806,300.001,0.957313,0.042687,6,6,1.82,0,2.134333,-3.579,-0.218431
1,0,1,22,1,3111,203,4,3,RT,65C,Treat(65Ü)Post,300,0,300,1,0,1,0,0,NA,0,-16.385,-1
1,0,1,22,1,3112,204,5,1,RT,65C,Treat(65Ü)Pre,300.001,0,300.001,1,0,1,0,0,NA,0,NA,NA
1,0,1,22,1,3113,204,5,2,Rt,65C,Treat(65Ü)Stim,293.9,6.101,300.001,0.979663,0.020337,3,2,0,159.741,3.0505,6.101,NA
1,0,1,22,1,3114,204,5,3,RT,65C,Treat(65Ü)Post,300,0,300,1,0,1,0,0,NA,0,0,NA
1,0,1,22,1,3115,205,6,1,RT,65C,Treat(65Ü)Pre,283.604,16.397,300.001,0.945,0.055,16,15,0,7.301,1.093133,NA,NA
1,0,1,22,1,3116,205,6,2,Rt,65C,Treat(65Ü)Stim,289.241,10.76,300.001,0.964133,0.035867,11,10,0,71.52,1.076,-5.637,-0.343782
1,0,1,22,1,3117,205,6,3,RT,65C,Treat(65Ü)Post,300,0,300,1,0,1,0,0,NA,0,-16.397,-1
1,0,1,22,1,3118,206,7,1,RT,65C,Treat(65Ü)Pre,298.72,1.281,300.001,0.996,0.004,2,1,0,204.08,1.281,NA,NA
1,0,1,22,1,3119,206,7,2,Rt,65C,Treat(65Ü)Stim,297.7,2.301,300.001,0.99233,0.00767,2,1,0,151.161,2.301,1.02,0.796253
1,0,1,22,1,3120,206,7,3,RT,65C,Treat(65Ü)Post,300,0,300,1,0,1,0,0,NA,0,-1.281,-1
1,0,1,22,1,3121,207,8,1,RT,65C,Treat(65Ü)Pre,269.845,30.156,300.001,0.899,0.101,17,17,1.286,0,1.773882,NA,NA
1,0,1,22,1,3122,207,8,2,Rt,65C,Treat(65Ü)Stim,279.973,20.028,300.001,0.93324,0.06676,6,5,0,60.68,4.0056,-10.128,-0.335854
1,0,1,22,1,3123,207,8,3,RT,65C,Treat(65Ü)Post,300.001,0,300.001,1,0,1,0,0,NA,0,-30.156,-1
1,0,1,22,1,3124,208,9,1,RT,65C,Treat(65Ü)Pre,291.556,8.445,300.001,0.972,0.028,2,1,0,256.201,8.445,NA,NA
1,0,1,22,1,3125,208,9,2,Rt,65C,Treat(65Ü)Stim,297.961,2.04,300.001,0.9932,0.0068,3,2,0,129.201,1.02,-6.405,-0.758437
1,0,1,22,1,3126,208,9,3,RT,65C,Treat(65Ü)Post,300.001,0,300.001,1,0,1,0,0,NA,0,-8.445,-1
1,0,1,22,1,3127,209,10,1,RT,65C,Treat(65Ü)Pre,289.79,10.211,300.001,0.966,0.034,8,7,0,95.985,1.458714,NA,NA
1,0,1,22,1,3128,209,10,2,Rt,65C,Treat(65Ü)Stim,266.192,33.809,300.001,0.887304,0.112696,21,20,0,53.181,1.69045,23.598,2.311037
1,0,1,22,1,3129,209,10,3,RT,65C,Treat(65Ü)Post,284.894,15.107,300.001,0.95,0.05,10,9,0,97.141,1.678556,4.896,0.479483
1,0,1,22,2,3130,210,11,1,RT,65C,Treat(65Ü)Pre,207.371,92.63,300.001,0.691,0.309,47,46,0,8.7,2.013696,NA,NA
1,0,1,22,2,3131,210,11,2,Rt,65C,Treat(65Ü)Stim,284.867,15.134,300.001,0.949554,0.050446,10,9,0,17.862,1.681556,-77.496,-0.836619
1,0,1,22,2,3132,210,11,3,RT,65C,Treat(65Ü)Post,297.944,2.057,300.001,0.993,0.007,3,2,0,112.604,1.0285,-90.573,-0.977793
1,0,1,22,2,3133,211,12,1,RT,65C,Treat(65Ü)Pre,269.362,30.639,300.001,0.898,0.102,15,15,0,30.239,2.0426,NA,NA
1,0,1,22,2,3134,211,12,2,Rt,65C,Treat(65Ü)Stim,294.621,5.38,300.001,0.982067,0.017933,2,1,0,57.461,5.38,-25.259,-0.824407
1,0,1,22,2,3135,211,12,3,RT,65C,Treat(65Ü)Post,300,0,300,1,0,1,0,0,NA,0,-30.639,-1
1,0,1,22,2,3136,212,13,1,RT,65C,Treat(65Ü)Pre,296.921,3.08,300.001,0.99,0.01,5,4,0,85.001,0.77,NA,NA
1,0,1,22,2,3137,212,13,2,Rt,65C,Treat(65Ü)Stim,288.719,11.282,300.001,0.962393,0.037607,7,6,0,114.801,1.880333,8.202,2.662987
1,0,1,22,2,3138,212,13,3,RT,65C,Treat(65Ü)Post,295.139,4.862,300.001,0.984,0.016,4,3,0,60.199,1.620667,1.782,0.578571
1,0,1,22,2,3139,213,14,1,RT,65C,Treat(65Ü)Pre,291.552,8.448,300,0.972,0.028,9,8,0,107.38,1.056,NA,NA
1,0,1,22,2,3140,213,14,2,Rt,65C,Treat(65Ü)Stim,294.097,5.904,300.001,0.98032,0.01968,6,5,0,153.905,1.1808,-2.544,-0.301136
1,0,1,22,2,3141,213,14,3,RT,65C,Treat(65Ü)Post,298.461,1.54,300.001,0.995,0.005,2,1,0,152.44,1.54,-6.908,-0.817708
1,0,1,22,2,3142,214,16,1,RT,65C,Treat(65Ü)Pre,282.326,17.675,300.001,0.941,0.059,13,12,0,35.846,1.472917,NA,NA
1,0,1,22,2,3143,214,16,2,Rt,65C,Treat(65Ü)Stim,247.996,52.005,300.001,0.826651,0.173349,26,25,0,5.561,2.0802,34.33,1.942291
1,0,1,22,2,3144,214,16,3,RT,65C,Treat(65Ü)Post,255.166,44.835,300.001,0.851,0.149,36,35,0,16.68,1.281,27.16,1.536634
1,0,1,22,2,3145,215,17,1,RT,65C,Treat(65Ü)Pre,205.654,94.347,300.001,0.686,0.314,36,35,0,5.82,2.695629,NA,NA
1,0,1,22,2,3146,215,17,2,Rt,65C,Treat(65Ü)Stim,228.778,71.222,300,0.762593,0.237407,22,21,0,3.441,3.391524,-23.125,-0.245106
1,0,1,22,2,3147,215,17,3,RT,65C,Treat(65Ü)Post,281.701,18.3,300.001,0.939,0.061,6,6,0,2.761,3.05,-76.047,-0.806035
1,0,1,22,2,3148,216,18,1,RT,65C,Treat(65Ü)Pre,282.416,17.585,300.001,0.941,0.059,12,12,1.222,0,1.465417,NA,NA
1,0,1,22,2,3149,216,18,2,Rt,65C,Treat(65Ü)Stim,281.056,18.945,300.001,0.93685,0.06315,13,12,0,2.28,1.57875,1.36,0.077339
1,0,1,22,2,3150,216,18,3,RT,65C,Treat(65Ü)Post,296.18,3.821,300.001,0.987,0.013,5,4,0,89.439,0.95525,-13.764,-0.782713
1,0,1,22,2,3151,217,19,1,RT,65C,Treat(65Ü)Pre,268.268,31.733,300.001,0.894,0.106,33,32,0,10.14,0.991656,NA,NA
1,0,1,22,2,3152,217,19,2,Rt,65C,Treat(65Ü)Stim,269.504,30.497,300.001,0.898344,0.101656,29,28,0,12.621,1.089179,-1.236,-0.03895
1,0,1,22,2,3153,217,19,3,RT,65C,Treat(65Ü)Post,264.16,35.841,300.001,0.881,0.119,35,34,0,5.488,1.054147,4.108,0.129455
1,0,1,22,2,3154,218,20,1,RT,65C,Treat(65Ü)Pre,266.198,33.803,300.001,0.887,0.113,16,16,0,1.74,2.112687,NA,NA
1,0,1,22,2,3155,218,20,2,Rt,65C,Treat(65Ü)Stim,265.927,34.074,300.001,0.88642,0.11358,23,22,0,33.14,1.548818,0.271,0.008017
1,0,1,22,2,3156,218,20,3,RT,65C,Treat(65Ü)Post,275.429,24.572,300.001,0.918,0.082,13,12,0,38.541,2.047667,-9.231,-0.273082
1,0,1,22,3,3157,219,21,1,RT,65C,Treat(65Ü)Pre,246.8,53.201,300.001,0.823,0.177,33,32,0,0.56,1.662531,NA,NA
1,0,1,22,3,3158,219,21,2,Rt,65C,Treat(65Ü)Stim,279.764,20.237,300.001,0.932544,0.067456,18,17,0,5.468,1.190412,-32.964,-0.619612
1,0,1,22,3,3159,219,21,3,RT,65C,Treat(65Ü)Post,285.408,14.593,300.001,0.951,0.049,14,13,0,19.56,1.122538,-38.608,-0.725701
1,0,1,22,3,3160,220,22,1,RT,65C,Treat(65Ü)Pre,179.996,120.005,300.001,0.6,0.4,59,59,3.601,0,2.033983,NA,NA
1,0,1,22,3,3161,220,22,2,Rt,65C,Treat(65Ü)Stim,213.349,86.652,300.001,0.711161,0.288839,44,44,0,8.981,1.969364,-33.353,-0.27793
1,0,1,22,3,3162,220,22,3,RT,65C,Treat(65Ü)Post,268.991,31.01,300.001,0.897,0.103,13,13,7.685,0,2.385385,-88.995,-0.741594
1,0,1,22,3,3163,221,23,1,RT,65C,Treat(65Ü)Pre,193.533,106.468,300.001,0.645,0.355,41,41,0,1.221,2.59678,NA,NA
1,0,1,22,3,3164,221,23,2,Rt,65C,Treat(65Ü)Stim,183.53,116.471,300.001,0.611765,0.388235,25,25,0,5.106,4.65884,10.003,0.093953
1,0,1,22,3,3165,221,23,3,RT,65C,Treat(65Ü)Post,234.962,65.039,300.001,0.783,0.217,27,26,0,5.659,2.5015,-41.429,-0.389122
1,0,1,22,3,3166,222,24,1,RT,65C,Treat(65Ü)Pre,281.301,18.7,300.001,0.938,0.062,8,7,0,105.861,2.671429,NA,NA
1,0,1,22,3,3167,222,24,2,Rt,65C,Treat(65Ü)Stim,242.886,57.115,300.001,0.809617,0.190383,20,19,0,187.321,3.006053,38.415,2.054278
1,0,1,22,3,3168,222,24,3,RT,65C,Treat(65Ü)Post,271.338,28.663,300.001,0.904,0.096,10,9,0,3.56,3.184778,9.963,0.532781
1,0,1,22,3,3169,223,25,1,RT,65C,Treat(65Ü)Pre,211.821,88.18,300.001,0.706,0.294,44,43,0,18.44,2.050698,NA,NA
1,0,1,22,3,3170,223,25,2,Rt,65C,Treat(65Ü)Stim,274.827,25.174,300.001,0.916087,0.083913,7,7,6.044,0,3.596286,-63.006,-0.714516
1,0,1,22,3,3171,223,25,3,RT,65C,Treat(65Ü)Post,266.992,33.009,300.001,0.89,0.11,15,15,0,54.52,2.2006,-55.171,-0.625663
1,0,1,22,3,3172,224,26,1,RT,65C,Treat(65Ü)Pre,258.377,41.623,300,0.861,0.139,19,19,0,11.381,2.190684,NA,NA
1,0,1,22,3,3173,224,26,2,Rt,65C,Treat(65Ü)Stim,300,0,300,1,0,1,0,0,NA,0,-41.623,-1
1,0,1,22,3,3174,224,26,3,RT,65C,Treat(65Ü)Post,267.236,32.765,300.001,0.891,0.109,19,18,0,14.939,1.820278,-8.858,-0.212815
1,0,1,22,3,3175,225,27,1,RT,65C,Treat(65Ü)Pre,264.935,35.066,300.001,0.883,0.117,20,19,0,13.425,1.845579,NA,NA
1,0,1,22,3,3176,225,27,2,Rt,65C,Treat(65Ü)Stim,283.36,16.641,300.001,0.94453,0.05547,10,9,0,34.041,1.849,-18.425,-0.525438
1,0,1,22,3,3177,225,27,3,RT,65C,Treat(65Ü)Post,291.562,8.439,300.001,0.972,0.028,7,6,0,15.323,1.4065,-26.627,-0.75934
1,0,1,22,3,3178,226,28,1,RT,65C,Treat(65Ü)Pre,288.219,11.782,300.001,0.961,0.039,9,8,0,94.46,1.47275,NA,NA
1,0,1,22,3,3179,226,28,2,Rt,65C,Treat(65Ü)Stim,300,0,300,1,0,1,0,0,NA,0,-11.782,-1
1,0,1,22,3,3180,226,28,3,RT,65C,Treat(65Ü)Post,300,0,300,1,0,1,0,0,NA,0,-11.782,-1
1,0,1,22,3,3181,227,29,1,RT,65C,Treat(65Ü)Pre,189.571,110.43,300.001,0.632,0.368,36,36,1.74,0,3.0675,NA,NA
1,0,1,22,3,3182,227,29,2,Rt,65C,Treat(65Ü)Stim,264.771,35.23,300.001,0.882567,0.117433,17,16,0,1.341,2.201875,-75.2,-0.680974
1,0,1,22,3,3183,227,29,3,RT,65C,Treat(65Ü)Post,273.067,26.934,300.001,0.91,0.09,18,17,0,39.708,1.584353,-83.496,-0.756099
1,0,1,22,3,3184,228,30,1,RT,65C,Treat(65Ü)Pre,233.686,66.315,300.001,0.779,0.221,32,31,0,3.66,2.139194,NA,NA
1,0,1,22,3,3185,228,30,2,Rt,65C,Treat(65Ü)Stim,278.476,21.525,300.001,0.92825,0.07175,8,7,0,1.801,3.075,-44.79,-0.675413
1,0,1,22,3,3186,228,30,3,RT,65C,Treat(65Ü)Post,288.709,11.292,300.001,0.962,0.038,11,10,0,38.341,1.1292,-55.023,-0.829722
1,0,1,22,2,3187,229,31,1,RT,65C,Treat(65Ü)Pre,270.063,29.937,300,0.9,0.1,9,8,0,21.28,3.742125,NA,NA
1,0,1,22,2,3188,229,31,2,Rt,65C,Treat(65Ü)Stim,298.721,1.28,300.001,0.995733,0.004267,2,1,0,1.981,1.28,-28.657,-0.957244
1,0,1,22,2,3189,229,31,3,RT,65C,Treat(65Ü)Post,300.001,0,300.001,1,0,1,0,0,NA,0,-29.937,-1
1,0,1,22,2,3190,230,32,1,RT,65C,Treat(65Ü)Pre,281.317,18.684,300.001,0.938,0.062,10,9,0,19.163,2.076,NA,NA
1,0,1,22,2,3191,230,32,2,Rt,65C,Treat(65Ü)Stim,288.504,11.497,300.001,0.961677,0.038323,11,10,0,102.3,1.1497,-7.187,-0.384661
1,0,1,22,2,3192,230,32,3,RT,65C,Treat(65Ü)Post,275.94,24.061,300.001,0.92,0.08,21,20,0,6.521,1.20305,5.377,0.287786
1,0,1,22,1,3193,231,1,1,RT,95C,Treat(100Ü)Pre,249.337,50.664,300.001,0.831,0.169,30,29,0,22.684,1.747034,NA,NA
1,0,1,22,1,3194,231,1,2,Rt,95C,Treat(100Ü)Stim,279.982,20.018,300,0.933273,0.066727,15,14,0,2.941,1.429857,-30.646,-0.604887
1,0,1,22,1,3195,231,1,3,RT,95C,Treat(100Ü)Post,282.363,17.638,300.001,0.941,0.059,13,12,0,29.98,1.469833,-33.026,-0.651863
1,0,1,22,1,3196,232,2,1,RT,95C,Treat(100Ü)Pre,240.122,59.879,300.001,0.8,0.2,28,27,0,8.21,2.217741,NA,NA
1,0,1,22,1,3197,232,2,2,Rt,95C,Treat(100Ü)Stim,259.284,40.717,300.001,0.864277,0.135723,24,23,0,55.719,1.770304,-19.162,-0.320012
1,0,1,22,1,3198,232,2,3,RT,95C,Treat(100Ü)Post,271.563,28.438,300.001,0.905,0.095,16,15,0,24.06,1.895867,-31.441,-0.525076
1,0,1,22,1,3199,233,3,1,RT,95C,Treat(100Ü)Pre,271.335,28.666,300.001,0.904,0.096,17,16,0,9.98,1.791625,NA,NA
1,0,1,22,1,3200,233,3,2,Rt,95C,Treat(100Ü)Stim,290.284,9.717,300.001,0.96761,0.03239,8,7,0,34.901,1.388143,-18.949,-0.661027
1,0,1,22,1,3201,233,3,3,RT,95C,Treat(100Ü)Post,297.698,2.303,300.001,0.992,0.008,2,1,0,296.241,2.303,-26.363,-0.919661
1,0,1,22,1,3202,234,4,1,RT,95C,Treat(100Ü)Pre,289.756,10.245,300.001,0.966,0.034,3,2,0,144.159,5.1225,NA,NA
1,0,1,22,1,3203,234,4,2,Rt,95C,Treat(100Ü)Stim,300,0,300,1,0,1,0,0,NA,0,-10.245,-1
1,0,1,22,1,3204,234,4,3,RT,95C,Treat(100Ü)Post,300,0,300,1,0,1,0,0,NA,0,-10.245,-1
1,0,1,22,1,3205,235,5,1,RT,95C,Treat(100Ü)Pre,294.621,5.38,300.001,0.982,0.018,2,1,0,100.38,5.38,NA,NA
1,0,1,22,1,3206,235,5,2,Rt,95C,Treat(100Ü)Stim,300,0,300,1,0,1,0,0,NA,0,-5.38,-1
1,0,1,22,1,3207,235,5,3,RT,95C,Treat(100Ü)Post,300.001,0,300.001,1,0,1,0,0,NA,0,-5.38,-1
1,0,1,22,1,3208,236,6,1,RT,95C,Treat(100Ü)Pre,300.001,0,300.001,1,0,1,0,0,NA,0,NA,NA
1,0,1,22,1,3209,236,6,2,Rt,95C,Treat(100Ü)Stim,293.864,6.136,300,0.979547,0.020453,4,3,0,84.24,2.045333,6.136,NA
1,0,1,22,1,3210,236,6,3,RT,95C,Treat(100Ü)Post,300,0,300,1,0,1,0,0,NA,0,0,NA
1,0,1,22,1,3211,237,7,1,RT,95C,Treat(100Ü)Pre,300.001,0,300.001,1,0,1,0,0,NA,NA,NA,NA
1,0,1,22,1,3212,237,7,2,RT,95C,Treat(100Ü)Stim,300.001,0,300.001,1,0,1,0,0,NA,NA,NA,NA
1,0,1,22,1,3213,237,7,3,RT,95C,Treat(100Ü)Post,300,0,300,1,0,1,0,0,NA,NA,NA,NA
1,0,1,22,1,3214,238,8,1,RT,95C,Treat(100Ü)Pre,294.877,5.124,300.001,0.983,0.017,3,2,0,39.6,2.562,NA,NA
1,0,1,22,1,3215,238,8,2,RT,95C,Treat(100Ü)Stim,300,0,300,1,0,1,0,0,NA,0,-5.124,-1
1,0,1,22,1,3216,238,8,3,RT,95C,Treat(100Ü)Post,300.001,0,300.001,1,0,1,0,0,NA,0,-5.124,-1
1,0,1,22,1,3217,239,9,1,RT,95C,Treat(100Ü)Pre,289.282,10.719,300.001,0.964,0.036,9,8,0,23.86,1.339875,NA,NA
1,0,1,22,1,3218,239,9,2,RT,95C,Treat(100Ü)Stim,291.298,8.703,300.001,0.97099,0.02901,9,8,0,43.206,1.087875,-2.016,-0.188077
1,0,1,22,1,3219,239,9,3,RT,95C,Treat(100Ü)Post,300,0,300,1,0,1,0,0,NA,0,-10.719,-1
1,0,1,22,1,3220,240,10,1,RT,95C,Treat(100Ü)Pre,270.296,29.705,300.001,0.901,0.099,6,5,0,158.299,5.941,NA,NA
1,0,1,22,1,3221,240,10,2,RT,95C,Treat(100Ü)Stim,300,0,300,1,0,1,0,0,NA,0,-29.705,-1
1,0,1,22,1,3222,240,10,3,RT,95C,Treat(100Ü)Post,300,0,300,1,0,1,0,0,NA,0,-29.705,-1
1,0,1,21,2,3070,190,21,1,RT,95C,Treat(BoiledPlate)Pre,282.768,17.232,300,0.943,0.057,9,8,0,26.681,2.154,NA,NA
1,0,1,21,2,3071,190,21,2,RT,95C,Treat(BoiledPlate)Stim,300,0,300,1,0,1,0,0,NA,0,-17.232,-1
1,0,1,21,2,3072,190,21,3,RT,95C,Treat(BoiledPlate)Post,292.788,7.212,300,0.976,0.024,4,3,0,140.32,2.404,-10.02,-0.581476
1,0,1,21,2,3073,191,22,1,RT,95C,Treat(BoiledPlate)Pre,283.096,16.904,300,0.944,0.056,12,11,0,113.885,1.536727,NA,NA
1,0,1,21,2,3074,191,22,2,RT,95C,Treat(BoiledPlate)Stim,295.655,4.345,300,0.985517,0.014483,5,4,0,4,1.08625,-12.559,-0.74296
1,0,1,21,2,3075,191,22,3,RT,95C,Treat(BoiledPlate)Post,293.084,6.916,300,0.977,0.023,5,4,0,122.741,1.729,-9.988,-0.590866
1,0,1,21,2,3076,192,23,1,RT,95C,Treat(BoiledPlate)Pre,285.666,14.334,300,0.952,0.048,8,7,0,30.726,2.047714,NA,NA
1,0,1,21,2,3077,192,23,2,RT,95C,Treat(BoiledPlate)Stim,300,0,300,1,0,1,0,0,NA,0,-14.334,-1
1,0,1,21,2,3078,192,23,3,RT,95C,Treat(BoiledPlate)Post,300,0,300,1,0,1,0,0,NA,0,-14.334,-1
1,0,1,21,2,3079,193,24,1,RT,95C,Treat(BoiledPlate)Pre,243.241,56.759,300,0.811,0.189,23,22,0,10.908,2.579955,NA,NA
1,0,1,21,2,3080,193,24,2,RT,95C,Treat(BoiledPlate)Stim,275.277,24.723,300,0.91759,0.08241,10,9,0,14.44,2.747,-32.036,-0.564422
1,0,1,21,2,3081,193,24,3,RT,95C,Treat(BoiledPlate)Post,279.333,20.667,300,0.931,0.069,10,9,0,69.201,2.296333,-36.092,-0.635882
1,0,1,21,2,3082,194,25,1,RT,95C,Treat(BoiledPlate)Pre,264.525,35.475,300,0.882,0.118,19,18,0,2.681,1.970833,NA,NA
1,0,1,21,2,3083,194,25,2,RT,95C,Treat(BoiledPlate)Stim,281.035,18.965,300,0.936783,0.063217,13,13,0,9.5,1.458846,-16.51,-0.465398
1,0,1,21,2,3084,194,25,3,RT,95C,Treat(BoiledPlate)Post,279.035,20.965,300,0.93,0.07,16,15,0,0.404,1.397667,-14.51,-0.40902
1,0,1,21,2,3085,195,26,1,RT,95C,Treat(BoiledPlate)Pre,217.628,82.372,300,0.725,0.275,51,51,0,14.321,1.615137,NA,NA
1,0,1,21,2,3086,195,26,2,RT,95C,Treat(BoiledPlate)Stim,258.169,41.831,300,0.860563,0.139437,23,22,0,152.006,1.901409,-40.541,-0.49217
1,0,1,21,2,3087,195,26,3,RT,95C,Treat(BoiledPlate)Post,253.965,46.035,300,0.847,0.153,37,36,0,0.761,1.27875,-36.337,-0.441133
1,0,1,21,2,3088,196,27,1,RT,95C,Treat(BoiledPlate)Pre,300,0,300,1,0,1,0,0,NA,NA,NA,NA
1,0,1,21,2,3089,196,27,2,RT,95C,Treat(BoiledPlate)Stim,300,0,300,1,0,1,0,0,NA,NA,NA,NA
1,0,1,21,2,3090,196,27,3,RT,95C,Treat(BoiledPlate)Post,300,0,300,1,0,1,0,0,NA,NA,NA,NA
1,0,1,21,2,3091,197,28,1,RT,95C,Treat(BoiledPlate)Pre,219.231,80.769,300,0.731,0.269,50,49,0,5.881,1.648347,NA,NA
1,0,1,21,2,3092,197,28,2,RT,95C,Treat(BoiledPlate)Stim,235.068,64.932,300,0.78356,0.21644,44,43,0,15.08,1.510047,-15.837,-0.196078
1,0,1,21,2,3093,197,28,3,RT,95C,Treat(BoiledPlate)Post,262.059,37.941,300,0.874,0.126,25,25,0,4.38,1.51764,-42.828,-0.530253
1,0,1,21,2,3094,198,29,1,RT,95C,Treat(BoiledPlate)Pre,273.421,26.579,300,0.911,0.089,20,19,0,11.401,1.398895,NA,NA
1,0,1,21,2,3095,198,29,2,RT,95C,Treat(BoiledPlate)Stim,284.658,15.342,300,0.94886,0.05114,10,9,0,107.381,1.704667,-11.237,-0.422777
1,0,1,21,2,3096,198,29,3,RT,95C,Treat(BoiledPlate)Post,300,0,300,1,0,1,0,0,NA,0,-26.579,-1
1,0,1,21,2,3097,199,30,1,RT,95C,Treat(BoiledPlate)Pre,276.252,23.748,300,0.921,0.079,11,10,0,50.92,2.3748,NA,NA
1,0,1,21,2,3098,199,30,2,RT,95C,Treat(BoiledPlate)Stim,300,0,300,1,0,1,0,0,NA,0,-23.748,-1
1,0,1,21,2,3099,199,30,3,RT,95C,Treat(BoiledPlate)Post,300,0,300,1,0,1,0,0,NA,0,-23.748,-1
1,0,1,22,3,3243,241,21,1,RT,95C,Treat(100Ü)Pre,282.503,17.498,300.001,0.942,0.058,5,5,0,51.001,3.4996,NA,NA
1,0,1,22,3,3244,241,21,2,RT,95C,Treat(100Ü)Stim,283.113,16.887,300,0.94371,0.05629,11,10,0,70.6,1.6887,-0.611,-0.034918
1,0,1,22,3,3245,241,21,3,RT,95C,Treat(100Ü)Post,290.018,9.983,300.001,0.967,0.033,8,7,0,64.262,1.426143,-7.515,-0.429478
1,0,1,22,3,3246,242,22,1,RT,95C,Treat(100Ü)Pre,294.879,5.122,300.001,0.983,0.017,4,3,0,1.74,1.707333,NA,NA
1,0,1,22,3,3247,242,22,2,RT,95C,Treat(100Ü)Stim,294.865,5.135,300,0.982883,0.017117,4,3,0,57.884,1.711667,0.013,0.002538
1,0,1,22,3,3248,242,22,3,RT,95C,Treat(100Ü)Post,300.001,0,300.001,1,0,1,0,0,NA,0,-5.122,-1
1,0,1,22,3,3249,243,23,1,RT,95C,Treat(100Ü)Pre,267.491,32.51,300.001,0.892,0.108,11,12,3.142,0,2.709167,NA,NA
1,0,1,22,3,3250,243,23,2,RT,95C,Treat(100Ü)Stim,281.862,18.139,300.001,0.939537,0.060463,8,8,0,93.159,2.267375,-14.371,-0.442049
