Filter_1,Year,Batch,Number,Individual_Total,Individual_Treat,Phase,Species,Treatment,Treatment_Name,Resting_seconds,Active_seconds,vid_length,Resting_prop,Active_prop,Resting_entries,Active_entries,Resting_first_entry_time,Active_first_entry_time,Active_per_period,Diff_Activity,Change_Activity
1,21,3,728,190,26,1,BB,24h,Treat(24h)Pre,251.764,48.236,300,0.839,0.161,18,17,0,49.295,2.837412,,
1,21,3,729,190,26,2,BB,24h,Treat(24h)Stim,203.476002,96.523998,300,0.678253,0.321747,27,26,0,25.589,3.712461,48.287998,1.001078
1,21,3,730,190,26,3,BB,24h,Treat(24h)Post,195.437,104.563,300,0.651,0.349,21,20,0,66.237,5.22815,56.327,1.167738
1,21,3,731,191,27,1,BB,24h,Treat(24h)Pre,231.382,68.618,300,0.771,0.229,15,14,0,19.011,4.901286,,
1,21,3,732,191,27,2,BB,24h,Treat(24h)Stim,243.820997,56.179003,300,0.812737,0.187263,13,13,0,20.590999,4.321462,-12.438997,-0.181279
1,21,3,733,191,27,3,BB,24h,Treat(24h)Post,229.696,70.304,300,0.766,0.234,20,20,0,26.507,3.5152,1.686,0.024571
1,21,3,734,192,28,1,BB,24h,Treat(24h)Pre,199.352,100.648,300,0.665,0.335,15,16,1.479,0,6.2905,,
1,21,3,735,192,28,2,BB,24h,Treat(24h)Stim,199.106999,100.893001,300,0.66369,0.33631,26,26,0,4.498,3.8805,0.245001,0.002434
1,21,3,736,192,28,3,BB,24h,Treat(24h)Post,217.486,82.514,300,0.725,0.275,22,22,3.239,0,3.750636,-18.134,-0.180172
1,21,3,737,193,29,1,BB,24h,Treat(24h)Pre,197.456,102.544,300,0.658,0.342,16,15,0,6.353,6.836267,,
1,21,3,738,193,29,2,BB,24h,Treat(24h)Stim,173.205,126.795,300,0.57735,0.42265,18,17,0,21.648,7.458529,24.251,0.236494
1,21,3,739,193,29,3,BB,24h,Treat(24h)Post,225.241,74.759,300,0.751,0.249,13,12,0,34.467,6.229917,-27.785,-0.270957
1,21,3,740,194,30,1,BB,24h,Treat(24h)Pre,242.86,57.14,300,0.81,0.19,15,14,0,3.359,4.081429,,
1,21,3,741,194,30,2,BB,24h,Treat(24h)Stim,222.943,77.057,300,0.743143,0.256857,14,13,0,8.932999,5.927462,19.917,0.348565
1,21,3,742,194,30,3,BB,24h,Treat(24h)Post,227.971,72.029,300,0.76,0.24,14,15,5.398,0,4.801933,14.889,0.260571
1,22,1,823,195,1,1,BB,65∞C,Treat(65√ú)Pre,256.085,43.916,300.001,0.854,0.146,13,13,0,127.52,3.378154,,
1,22,1,824,195,1,2,BB,65∞C,Treat(65√ú)Stim,291.788,8.212,300,0.972627,0.027373,4,3,0,130.225,2.737333,-35.704,-0.813007
1,22,1,825,195,1,3,BB,65∞C,Treat(65√ú)Post,219.875,80.125,300,0.733,0.267,20,19,0,70.619,4.217105,36.209,0.824506
1,22,1,826,196,2,1,BB,65∞C,Treat(65√ú)Pre,222.472,77.529,300.001,0.742,0.258,11,11,0,74.801,7.048091,,
1,22,1,827,196,2,2,BB,65∞C,Treat(65√ú)Stim,300.001,0,300.001,1,0,1,0,0,,0,-77.529,-1
1,22,1,828,196,2,3,BB,65∞C,Treat(65√ú)Post,285.921,14.08,300.001,0.953,0.047,6,5,0,124.58,2.816,-63.449,-0.818391
1,22,1,829,197,3,1,BB,65∞C,Treat(65√ú)Pre,275.605,24.396,300.001,0.919,0.081,7,7,0,59.081,3.485143,,
1,22,1,830,197,3,2,BB,65∞C,Treat(65√ú)Stim,300,0,300,1,0,1,0,0,,0,-24.396,-1
1,22,1,831,197,3,3,BB,65∞C,Treat(65√ú)Post,260.974,39.026,300,0.87,0.13,8,7,0,86.221,5.575143,14.63,0.599688
1,22,1,832,198,4,1,BB,65∞C,Treat(65√ú)Pre,274.418,25.583,300.001,0.915,0.085,7,6,0,122.865,4.263833,,
1,22,1,833,198,4,2,BB,65∞C,Treat(65√ú)Stim,296.16,3.84,300,0.9872,0.0128,3,2,0,133.58,1.92,-21.743,-0.8499
1,22,1,834,198,4,3,BB,65∞C,Treat(65√ú)Post,241.654,58.346,300,0.806,0.194,11,10,0,15.881,5.8346,32.763,1.280655
1,22,1,835,199,5,1,BB,65∞C,Treat(65√ú)Pre,202.931,97.07,300.001,0.676,0.324,13,14,4.368,0,6.933571,,
1,22,1,836,199,5,2,BB,65∞C,Treat(65√ú)Stim,285.917,14.084,300.001,0.953053,0.046947,5,5,2.06,0,2.8168,-82.986,-0.854909
1,22,1,837,199,5,3,BB,65∞C,Treat(65√ú)Post,285.923,14.078,300.001,0.953,0.047,6,5,0,54.2,2.8156,-82.992,-0.854971
1,22,1,838,200,6,1,BB,65∞C,Treat(65√ú)Pre,230.043,69.958,300.001,0.767,0.233,11,10,0,21.542,6.9958,,
1,22,1,839,200,6,2,BB,65∞C,Treat(65√ú)Stim,205.744,94.256,300,0.685813,0.314187,19,18,0,59.02,5.236444,24.298,0.347323
1,22,1,840,200,6,3,BB,65∞C,Treat(65√ú)Post,123.03,176.97,300,0.41,0.59,24,24,0,4.535,7.37375,107.012,1.529661
1,22,1,841,201,7,1,BB,65∞C,Treat(65√ú)Pre,225.062,74.939,300.001,0.75,0.25,15,14,0,73.401,5.352786,,
1,22,1,842,201,7,2,BB,65∞C,Treat(65√ú)Stim,255.741,44.26,300.001,0.852467,0.147533,11,10,0,79.9,4.426,-30.679,-0.409386
1,22,1,843,201,7,3,BB,65∞C,Treat(65√ú)Post,160.182,139.818,300,0.534,0.466,33,34,1.76,0,4.112294,64.879,0.865757
1,22,1,844,202,8,1,BB,65∞C,Treat(65√ú)Pre,169.615,130.386,300.001,0.565,0.435,23,22,0,33.609,5.926636,,
1,22,1,845,202,8,2,BB,65∞C,Treat(65√ú)Stim,286.888,13.113,300.001,0.95629,0.04371,8,7,0,163.121,1.873286,-117.273,-0.899429
1,22,1,846,202,8,3,BB,65∞C,Treat(65√ú)Post,240.364,59.636,300,0.801,0.199,22,21,0,38.78,2.83981,-70.75,-0.54262
1,22,1,847,203,9,1,BB,65∞C,Treat(65√ú)Pre,283.588,16.413,300.001,0.945,0.055,7,6,0,0.945,2.7355,,
1,22,1,848,203,9,2,BB,65∞C,Treat(65√ú)Stim,281.823,18.178,300.001,0.939407,0.060593,8,7,0,148.517,2.596857,1.765,0.107537
1,22,1,849,203,9,3,BB,65∞C,Treat(65√ú)Post,285.91,14.091,300.001,0.953,0.047,4,3,0,205.148,4.697,-2.322,-0.141473
1,22,1,850,204,10,1,BB,65∞C,Treat(65√ú)Pre,292.044,7.957,300.001,0.973,0.027,4,3,0,192.42,2.652333,,
1,22,1,851,204,10,2,BB,65∞C,Treat(65√ú)Stim,286.948,13.052,300,0.956493,0.043507,3,2,0,174.2,6.526,5.095,0.640317
1,22,1,852,204,10,3,BB,65∞C,Treat(65√ú)Post,284.132,15.869,300.001,0.947,0.053,7,6,0,99.164,2.644833,7.912,0.994345
1,22,2,853,205,11,1,BB,65∞C,Treat(65√ú)Pre,234.86,65.141,300.001,0.783,0.217,12,11,0,27.421,5.921909,,
1,22,2,854,205,11,2,BB,65∞C,Treat(65√ú)Stim,188.903,111.097,300,0.629677,0.370323,12,11,0,29.361,10.099727,45.956,0.705485
1,22,2,855,205,11,3,BB,65∞C,Treat(65√ú)Post,208.579,91.422,300.001,0.695,0.305,24,23,0,8.539,3.97487,26.281,0.403448
1,22,2,856,206,12,1,BB,65∞C,Treat(65√ú)Pre,215.313,84.688,300.001,0.718,0.282,9,9,0,35.483,9.409778,,
1,22,2,857,206,12,2,BB,65∞C,Treat(65√ú)Stim,171.549,128.451,300,0.57183,0.42817,11,10,0,11.721,12.8451,43.763,0.516756
1,22,2,858,206,12,3,BB,65∞C,Treat(65√ú)Post,165.212,134.789,300.001,0.551,0.449,14,14,0,6.54,9.627786,50.101,0.591595
1,22,2,859,207,13,1,BB,65∞C,Treat(65√ú)Pre,266.416,33.585,300.001,0.888,0.112,7,6,0,173.382,5.5975,,
1,22,2,860,207,13,2,BB,65∞C,Treat(65√ú)Stim,287.719,12.281,300,0.959063,0.040937,3,2,0,100.281,6.1405,-21.304,-0.634331
1,22,2,861,207,13,3,BB,65∞C,Treat(65√ú)Post,272.707,27.294,300.001,0.909,0.091,8,7,0,130.121,3.899143,-6.291,-0.187316
1,22,2,862,208,14,1,BB,65∞C,Treat(65√ú)Pre,246.558,53.443,300.001,0.822,0.178,12,11,0,34.46,4.858455,,
1,22,2,863,208,14,2,BB,65∞C,Treat(65√ú)Stim,256.568,43.432,300,0.855227,0.144773,3,2,0,174.662,21.716,-10.011,-0.187321
1,22,2,864,208,14,3,BB,65∞C,Treat(65√ú)Post,233.809,66.192,300.001,0.779,0.221,18,17,0,26.545,3.893647,12.749,0.238553
1,22,2,865,209,15,1,BB,65∞C,Treat(65√ú)Pre,224.475,75.526,300.001,0.748,0.252,21,20,0,28.081,3.7763,,
1,22,2,866,209,15,2,BB,65∞C,Treat(65√ú)Stim,300,0,300,1,0,1,0,0,,0,-75.526,-1
1,22,2,867,209,15,3,BB,65∞C,Treat(65√ú)Post,294.885,5.116,300.001,0.983,0.017,3,2,0,120.645,2.558,-70.41,-0.932262
1,22,2,868,210,16,1,BB,65∞C,Treat(65√ú)Pre,273.614,26.387,300.001,0.912,0.088,4,3,0,19.299,8.795667,,
1,22,2,869,210,16,2,BB,65∞C,Treat(65√ú)Stim,260.127,39.873,300,0.86709,0.13291,9,8,0,40.12,4.984125,13.486,0.511085
1,22,2,870,210,16,3,BB,65∞C,Treat(65√ú)Post,279.249,20.752,300.001,0.931,0.069,6,5,0,92.785,4.1504,-5.635,-0.213552
1,22,2,871,211,17,1,BB,65∞C,Treat(65√ú)Pre,168.219,131.782,300.001,0.561,0.439,32,32,0,16.42,4.118188,,
1,22,2,872,211,17,2,BB,65∞C,Treat(65√ú)Stim,259.247,40.753,300,0.864157,0.135843,16,15,0,72.88,2.716867,-91.029,-0.690754
1,22,2,873,211,17,3,BB,65∞C,Treat(65√ú)Post,240.868,59.133,300.001,0.803,0.197,21,20,0,71.664,2.95665,-72.649,-0.551282
1,22,2,874,212,18,1,BB,65∞C,Treat(65√ú)Pre,214.408,85.593,300.001,0.715,0.285,25,24,0,8.781,3.566375,,
1,22,2,875,212,18,2,BB,65∞C,Treat(65√ú)Stim,297.44,2.56,300,0.991467,0.008533,2,1,0,237.78,2.56,-83.033,-0.970091
1,22,2,876,212,18,3,BB,65∞C,Treat(65√ú)Post,252.934,47.067,300.001,0.843,0.157,12,11,0,20.38,4.278818,-38.526,-0.450107
1,22,2,877,213,19,1,BB,65∞C,Treat(65√ú)Pre,188.334,111.667,300.001,0.628,0.372,14,15,5.404,0,7.444467,,
1,22,2,878,213,19,2,BB,65∞C,Treat(65√ú)Stim,119.267,180.733,300,0.397557,0.602443,14,14,0,10.38,12.9095,69.066,0.6185
1,22,2,879,213,19,3,BB,65∞C,Treat(65√ú)Post,136.449,163.552,300.001,0.455,0.545,27,28,5.68,0,5.841143,51.885,0.46464
1,22,2,880,214,20,1,BB,65∞C,Treat(65√ú)Pre,273.519,26.482,300.001,0.912,0.088,8,8,0,44.2,3.31025,,
1,22,2,881,214,20,2,BB,65∞C,Treat(65√ú)Stim,198.59,101.41,300,0.661967,0.338033,32,33,4.92,0,3.07303,74.928,2.829394
1,22,2,882,214,20,3,BB,65∞C,Treat(65√ú)Post,235.572,64.429,300.001,0.785,0.215,26,26,0,18.961,2.478038,37.947,1.432936
1,22,3,883,215,21,1,BB,65∞C,Treat(65√ú)Pre,186.673,113.328,300.001,0.622,0.378,18,18,0,13.28,6.296,,
1,22,3,884,215,21,2,BB,65∞C,Treat(65√ú)Stim,285.906,14.095,300.001,0.953017,0.046983,5,4,0,102.684,3.52375,-99.233,-0.875626
1,22,3,885,215,21,3,BB,65∞C,Treat(65√ú)Post,294.38,5.62,300,0.981,0.019,3,2,0,49.227,2.81,-107.708,-0.950409
1,22,3,886,216,22,1,BB,65∞C,Treat(65√ú)Pre,195.286,104.715,300.001,0.651,0.349,22,21,0,5.361,4.986429,,
1,22,3,887,216,22,2,BB,65∞C,Treat(65√ú)Stim,213.962,86.039,300.001,0.713204,0.286796,16,17,2.339,0,5.061118,-18.676,-0.178351
1,22,3,888,216,22,3,BB,65∞C,Treat(65√ú)Post,158.805,141.195,300,0.529,0.471,28,27,0,6.752,5.229444,36.48,0.348374
1,22,3,889,217,23,1,BB,65∞C,Treat(65√ú)Pre,271.818,28.183,300.001,0.906,0.094,10,9,0,38.201,3.131444,,
1,22,3,890,217,23,2,BB,65∞C,Treat(65√ú)Stim,300.001,0,300.001,1,0,1,0,0,,0,-28.183,-1
1,22,3,891,217,23,3,BB,65∞C,Treat(65√ú)Post,269.874,30.127,300.001,0.9,0.1,11,10,0,37.928,3.0127,1.944,0.068978
1,22,3,892,218,24,1,BB,65∞C,Treat(65√ú)Pre,297.685,2.316,300.001,0.992,0.008,3,2,0,177.542,1.158,,
1,22,3,893,218,24,2,BB,65∞C,Treat(65√ú)Stim,291.551,8.45,300.001,0.971833,0.028167,4,3,0,184.988,2.816667,6.134,2.648532
1,22,3,894,218,24,3,BB,65∞C,Treat(65√ú)Post,208.892,91.109,300.001,0.696,0.304,12,11,0,37.556,8.282636,88.793,38.338946
1,22,3,895,219,25,1,BB,65∞C,Treat(65√ú)Pre,229.859,70.142,300.001,0.766,0.234,15,15,1.461,0,4.676133,,
1,22,3,896,219,25,2,BB,65∞C,Treat(65√ú)Stim,216.167,83.834,300.001,0.720554,0.279446,5,4,0,104.028,20.9585,13.692,0.195204
1,22,3,897,219,25,3,BB,65∞C,Treat(65√ú)Post,171.744,128.257,300.001,0.572,0.428,16,17,1.167,0,7.544529,58.115,0.828534
1,22,3,898,220,26,1,BB,65∞C,Treat(65√ú)Pre,258.362,41.639,300.001,0.861,0.139,8,8,0,85,5.204875,,
1,22,3,899,220,26,2,BB,65∞C,Treat(65√ú)Stim,224.394,75.605,299.999,0.747982,0.252018,10,9,0,33.76,8.400556,33.966,0.815726
1,22,3,900,220,26,3,BB,65∞C,Treat(65√ú)Post,207.793,92.208,300.001,0.693,0.307,12,12,0,19.146,7.684,50.569,1.214462
1,22,3,901,221,27,1,BB,65∞C,Treat(65√ú)Pre,215.041,84.96,300.001,0.717,0.283,20,19,0,38.166,4.471579,,
1,22,3,902,221,27,2,BB,65∞C,Treat(65√ú)Stim,238.596,61.405,300.001,0.795317,0.204683,11,10,0,44.941,6.1405,-23.555,-0.277248
1,22,3,903,221,27,3,BB,65∞C,Treat(65√ú)Post,203.073,96.928,300.001,0.677,0.323,19,18,0,2.988,5.384889,11.968,0.140866
1,22,3,904,222,28,1,BB,65∞C,Treat(65√ú)Pre,285.928,14.073,300.001,0.953,0.047,7,6,0,99.641,2.3455,,
1,22,3,905,222,28,2,BB,65∞C,Treat(65√ú)Stim,293.947,6.054,300.001,0.97982,0.02018,5,5,0,249.884,1.2108,-8.019,-0.569815
1,22,3,906,222,28,3,BB,65∞C,Treat(65√ú)Post,278.481,21.519,300,0.928,0.072,15,14,0,7.757,1.537071,7.446,0.529098
1,22,3,907,223,29,1,BB,65∞C,Treat(65√ú)Pre,261.584,38.417,300.001,0.872,0.128,18,17,0,35.185,2.259824,,
1,22,3,908,223,29,2,BB,65∞C,Treat(65√ú)Stim,292.567,7.434,300.001,0.97522,0.02478,4,3,0,220.165,2.478,-30.983,-0.806492
1,22,3,909,223,29,3,BB,65∞C,Treat(65√ú)Post,261.972,38.029,300.001,0.873,0.127,20,19,0,12.907,2.001526,-0.388,-0.0101
1,22,3,910,224,30,1,BB,65∞C,Treat(65√ú)Pre,283.115,16.886,300.001,0.944,0.056,9,8,0,151.78,2.11075,,
1,22,3,911,224,30,2,BB,65∞C,Treat(65√ú)Stim,278.306,21.695,300.001,0.927684,0.072316,12,12,0,98.941,1.807917,4.809,0.284792
1,22,3,912,224,30,3,BB,65∞C,Treat(65√ú)Post,246.056,53.945,300.001,0.82,0.18,14,14,1.888,0,3.853214,37.059,2.194658
1,22,1,913,225,1,1,BB,95∞C,Treat(100√ú)Pre,297.942,2.059,300.001,0.993,0.007,2,1,0,270.982,2.059,,
1,22,1,914,225,1,2,BB,95∞C,Treat(100√ú)Stim,297.426,2.575,300.001,0.991417,0.008583,3,2,0,111.045,1.2875,0.516,0.250607
1,22,1,915,225,1,3,BB,95∞C,Treat(100√ú)Post,291.8,8.201,300.001,0.973,0.027,4,3,0,102.94,2.733667,6.142,2.983001
1,22,1,916,226,2,1,BB,95∞C,Treat(100√ú)Pre,253.816,45.484,299.3,0.848,0.152,7,7,0.701,77.16,6.497714,,
1,22,1,917,226,2,2,BB,95∞C,Treat(100√ú)Stim,287.662,12.339,300.001,0.95887,0.04113,4,4,0,175.161,3.08475,-33.145,-0.728718
1,22,1,918,226,2,3,BB,95∞C,Treat(100√ú)Post,202.262,97.738,300,0.674,0.326,9,8,0,64.841,12.21725,52.254,1.148844
1,22,1,919,227,3,1,BB,95∞C,Treat(100√ú)Pre,166.172,133.829,300.001,0.554,0.446,21,21,8.461,0,6.37281,,
1,22,1,920,227,3,2,BB,95∞C,Treat(100√ú)Stim,211.414,88.587,300.001,0.704711,0.295289,19,19,0,92.763,4.662474,-45.242,-0.338058
1,22,1,921,227,3,3,BB,95∞C,Treat(100√ú)Post,180.712,119.289,300.001,0.602,0.398,27,27,2.566,0,4.418111,-14.54,-0.108646
1,22,1,922,228,4,1,BB,95∞C,Treat(100√ú)Pre,220.022,79.979,300.001,0.733,0.267,7,7,0,19.04,11.425571,,
1,22,1,923,228,4,2,BB,95∞C,Treat(100√ú)Stim,255.961,44.04,300.001,0.8532,0.1468,9,9,0,138.225,4.893333,-35.939,-0.449355
1,22,1,924,228,4,3,BB,95∞C,Treat(100√ú)Post,184.776,115.224,300,0.616,0.384,25,25,0,9.043,4.60896,35.245,0.440678
1,22,1,925,229,5,1,BB,95∞C,Treat(100√ú)Pre,247.113,52.888,300.001,0.824,0.176,12,12,0,93.841,4.407333,,
1,22,1,926,229,5,2,BB,95∞C,Treat(100√ú)Stim,242.174,57.827,300.001,0.807244,0.192756,14,14,0,35.4,4.1305,4.939,0.093386
1,22,1,927,229,5,3,BB,95∞C,Treat(100√ú)Post,208.781,91.22,300.001,0.696,0.304,22,21,0,17.12,4.34381,38.332,0.724777
1,22,1,928,230,6,1,BB,95∞C,Treat(100√ú)Pre,160.339,139.662,300.001,0.534,0.466,23,22,0,28.543,6.348273,,
1,22,1,929,230,6,2,BB,95∞C,Treat(100√ú)Stim,214.035,85.966,300.001,0.713448,0.286552,13,12,0,118.107,7.163833,-53.696,-0.384471
1,22,1,930,230,6,3,BB,95∞C,Treat(100√ú)Post,134.529,165.472,300.001,0.448,0.552,24,25,20.921,0,6.61888,25.81,0.184803
1,22,1,931,231,7,1,BB,95∞C,Treat(100√ú)Pre,278.583,21.418,300.001,0.929,0.071,6,5,0,7.921,4.2836,,
1,22,1,932,231,7,2,BB,95∞C,Treat(100√ú)Stim,203.121,96.88,300.001,0.677068,0.322932,12,12,6.12,0,8.073333,75.462,3.523298
1,22,1,933,231,7,3,BB,95∞C,Treat(100√ú)Post,256.517,43.484,300.001,0.855,0.145,10,9,0,52.444,4.831556,22.066,1.030255
1,22,1,934,232,8,1,BB,95∞C,Treat(100√ú)Pre,232.88,67.121,300.001,0.776,0.224,9,8,0,64.966,8.390125,,
1,22,1,935,232,8,2,BB,95∞C,Treat(100√ú)Stim,294.122,5.879,300.001,0.980403,0.019597,2,1,0,74.02,5.879,-61.242,-0.912412
1,22,1,936,232,8,3,BB,95∞C,Treat(100√ú)Post,300.001,0,300.001,1,0,1,0,0,,0,-67.121,-1
1,22,1,937,233,9,1,BB,95∞C,Treat(100√ú)Pre,280.77,19.231,300.001,0.936,0.064,7,6,0,129.721,3.205167,,
1,22,1,938,233,9,2,BB,95∞C,Treat(100√ú)Stim,293.068,6.933,300.001,0.97689,0.02311,3,2,0,185.329,3.4665,-12.298,-0.639488
1,22,1,939,233,9,3,BB,95∞C,Treat(100√ú)Post,300.001,0,300.001,1,0,1,0,0,,0,-19.231,-1
1,22,1,940,234,10,1,BB,95∞C,Treat(100√ú)Pre,213.959,86.042,300.001,0.713,0.287,29,28,0,6.429,3.072929,,
1,22,1,941,234,10,2,BB,95∞C,Treat(100√ú)Stim,268.847,31.154,300.001,0.896154,0.103846,9,8,0,110.661,3.89425,-54.888,-0.637921
1,22,1,942,234,10,3,BB,95∞C,Treat(100√ú)Post,257.228,42.773,300.001,0.857,0.143,15,14,0,6.44,3.055214,-43.269,-0.502882
1,22,2,943,235,11,1,BB,95∞C,Treat(100√ú)Pre,138.166,161.834,300,0.461,0.539,25,24,0,7.861,6.743083,,
1,22,2,944,235,11,2,BB,95∞C,Treat(100√ú)Stim,99.454,200.547,300.001,0.331512,0.668488,20,20,8.645,0,10.02735,38.713,0.239214
1,22,2,945,235,11,3,BB,95∞C,Treat(100√ú)Post,215.611,84.39,300.001,0.719,0.281,23,22,0,23.686,3.835909,-77.444,-0.47854
1,22,2,946,236,12,1,BB,95∞C,Treat(100√ú)Pre,174.421,125.579,300,0.581,0.419,17,17,1.481,0,7.387,,
1,22,2,947,236,12,2,BB,95∞C,Treat(100√ú)Stim,265.412,34.589,300.001,0.884704,0.115296,11,10,0,123.56,3.4589,-90.99,-0.724564
1,22,2,948,236,12,3,BB,95∞C,Treat(100√ú)Post,179.887,120.114,300.001,0.6,0.4,22,21,0,22.281,5.719714,-5.465,-0.043518
1,22,2,949,237,13,1,BB,95∞C,Treat(100√ú)Pre,202.403,97.597,300,0.675,0.325,13,13,0,25.84,7.507462,,
1,22,2,950,237,13,2,BB,95∞C,Treat(100√ú)Stim,172.321,127.68,300.001,0.574401,0.425599,12,11,0,8.099,11.607273,30.083,0.308237
1,22,2,951,237,13,3,BB,95∞C,Treat(100√ú)Post,239.145,60.856,300.001,0.797,0.203,18,17,0,18.461,3.579765,-36.741,-0.376456
1,22,2,952,238,14,1,BB,95∞C,Treat(100√ú)Pre,216.118,83.882,300,0.72,0.28,12,12,0,17.461,6.990167,,
1,22,2,953,238,14,2,BB,95∞C,Treat(100√ú)Stim,295.401,4.6,300.001,0.984667,0.015333,2,1,0,233.639,4.6,-79.282,-0.945161
1,22,2,954,238,14,3,BB,95∞C,Treat(100√ú)Post,287.685,12.316,300.001,0.959,0.041,7,6,0,81.884,2.052667,-71.566,-0.853175
1,22,2,955,239,15,1,BB,95∞C,Treat(100√ú)Pre,166.807,133.193,300,0.556,0.444,18,18,0,45.54,7.399611,,
1,22,2,956,239,15,2,BB,95∞C,Treat(100√ú)Stim,300.001,0,300.001,1,0,1,0,0,,0,-133.193,-1
1,22,2,957,239,15,3,BB,95∞C,Treat(100√ú)Post,270.295,29.706,300.001,0.901,0.099,17,16,0,75.24,1.856625,-103.487,-0.77697
1,22,2,958,240,16,1,BB,95∞C,Treat(100√ú)Pre,193.112,106.888,300,0.644,0.356,30,29,0,14.901,3.685793,,
1,22,2,959,240,16,2,BB,95∞C,Treat(100√ú)Stim,168.672,131.329,300.001,0.562238,0.437762,19,19,0,6.086,6.912053,24.441,0.22866
1,22,2,960,240,16,3,BB,95∞C,Treat(100√ú)Post,127.556,172.445,300.001,0.425,0.575,23,23,5.724,0,7.497609,65.557,0.613324
1,22,2,961,241,17,1,BB,95∞C,Treat(100√ú)Pre,171.858,128.142,300,0.573,0.427,26,26,6.3,0,4.928538,,
1,22,2,962,241,17,2,BB,95∞C,Treat(100√ú)Stim,177.857,122.144,300.001,0.592855,0.407145,20,19,0,59.142,6.428632,-5.998,-0.046807
1,22,2,963,241,17,3,BB,95∞C,Treat(100√ú)Post,143.835,156.166,300.001,0.479,0.521,23,22,0,14.022,7.098455,28.024,0.218695
1,22,2,964,242,18,1,BB,95∞C,Treat(100√ú)Pre,235.821,64.179,300,0.786,0.214,19,18,0,68.465,3.5655,,
1,22,2,965,242,18,2,BB,95∞C,Treat(100√ú)Stim,257.826,42.175,300.001,0.859417,0.140583,10,9,0,127.323,4.686111,-22.004,-0.342854
1,22,2,966,242,18,3,BB,95∞C,Treat(100√ú)Post,233.23,66.771,300.001,0.777,0.223,15,14,0,13.2,4.769357,2.592,0.040387
1,22,2,967,243,19,1,BB,95∞C,Treat(100√ú)Pre,280.526,19.474,300,0.935,0.065,6,5,0,40.521,3.8948,,
1,22,2,968,243,19,2,BB,95∞C,Treat(100√ú)Stim,258.72,41.281,300.001,0.862397,0.137603,10,10,9.264,0,4.1281,21.807,1.119801
1,22,2,969,243,19,3,BB,95∞C,Treat(100√ú)Post,277.592,22.409,300.001,0.925,0.075,5,4,0,54.43,5.60225,2.935,0.150714
1,22,2,970,244,20,1,BB,95∞C,Treat(100√ú)Pre,178.329,121.671,300,0.594,0.406,29,28,0,7.025,4.345393,,
1,22,2,971,244,20,2,BB,95∞C,Treat(100√ú)Stim,223.006,76.995,300.001,0.743351,0.256649,20,20,0,2.224,3.84975,-44.676,-0.367187
1,22,2,972,244,20,3,BB,95∞C,Treat(100√ú)Post,200.537,99.464,300.001,0.668,0.332,25,24,0,4.981,4.144333,-22.207,-0.182517
1,22,3,973,245,21,1,BB,95∞C,Treat(100√ú)Pre,134.028,165.972,300,0.447,0.553,28,27,0,3.601,6.147111,,
1,22,3,974,245,21,2,BB,95∞C,Treat(100√ú)Stim,201.676,98.324,300,0.672253,0.327747,23,22,0,104.799,4.469273,-67.648,-0.407587
1,22,3,975,245,21,3,BB,95∞C,Treat(100√ú)Post,121.907,178.094,300.001,0.406,0.594,30,30,1.201,0,5.936467,12.122,0.073036
1,22,3,976,246,22,1,BB,95∞C,Treat(100√ú)Pre,190.262,109.739,300.001,0.634,0.366,22,21,0,7.741,5.225667,,
1,22,3,977,246,22,2,BB,95∞C,Treat(100√ú)Stim,263.924,36.076,300,0.879747,0.120253,14,13,0,132.601,2.775077,-73.663,-0.671256
1,22,3,978,246,22,3,BB,95∞C,Treat(100√ú)Post,169.955,130.046,300.001,0.567,0.433,27,28,4.621,0,4.6445,20.307,0.185048
1,22,3,979,247,23,1,BB,95∞C,Treat(100√ú)Pre,220.161,79.839,300,0.734,0.266,21,21,0,63.221,3.801857,,
1,22,3,980,247,23,2,BB,95∞C,Treat(100√ú)Stim,260.505,39.495,300,0.86835,0.13165,14,15,1.379,0,2.633,-40.344,-0.505317
1,22,3,981,247,23,3,BB,95∞C,Treat(100√ú)Post,231.919,68.082,300.001,0.773,0.227,26,26,0,3.661,2.618538,-11.757,-0.147259
1,22,3,982,248,24,1,BB,95∞C,Treat(100√ú)Pre,171.99,128.01,300,0.573,0.427,16,15,0,8.045,8.534,,
1,22,3,983,248,24,2,BB,95∞C,Treat(100√ú)Stim,268.473,31.528,300.001,0.894907,0.105093,9,8,0,51.961,3.941,-96.482,-0.753707
1,22,3,984,248,24,3,BB,95∞C,Treat(100√ú)Post,192.606,107.395,300.001,0.642,0.358,23,22,0,23.08,4.881591,-20.615,-0.161042
1,22,3,985,249,25,1,BB,95∞C,Treat(100√ú)Pre,225.121,74.879,300,0.75,0.25,15,15,0,59.661,4.991933,,
1,22,3,986,249,25,2,BB,95∞C,Treat(100√ú)Stim,279.567,20.433,300,0.93189,0.06811,6,5,0,147.38,4.0866,-54.446,-0.72712
1,22,3,987,249,25,3,BB,95∞C,Treat(100√ú)Post,228.903,71.098,300.001,0.763,0.237,14,14,0,9.884,5.078429,-3.781,-0.050495
1,22,3,988,250,26,1,BB,95∞C,Treat(100√ú)Pre,276.464,23.536,300,0.922,0.078,10,9,0,23.38,2.615111,,
1,22,3,989,250,26,2,BB,95∞C,Treat(100√ú)Stim,284.637,15.364,300.001,0.948787,0.051213,7,6,0,6.92,2.560667,-8.172,-0.347213
