ID,Batch_wide,Pre,Stim,Post,Diff_StimPre,Diff_PostPre,Treat,Filter_2
513,4,15.064,0,5.102,-15.064,-9.962,Tric.002,2
514,4,5.123,15.105,1.037,9.982,-4.086,Tric.002,2
515,4,22.529,17.655,10.251,-4.874,-12.278,Tric.002,2
516,4,11.767,0,2.817,-11.767,-8.95,Tric.002,2
517,4,NA,NA,NA,NA,NA,Tric.002,2
518,4,25.35,44.333,52.451,18.983,27.101,Tric.002,2
519,4,NA,NA,NA,NA,NA,Tric.002,2
520,4,1.019,4.375,1.02,3.356,0.001,Tric.002,2
521,1,57.282,29.098,39.997,-28.184,-17.285,Tric.02,2
522,1,1.541,4.363,11.02,2.822,9.479,Tric.02,2
523,1,105.571,37.377,36.766,-68.194,-68.805,Tric.02,2
524,1,18.467,29.951,43.1,11.484,24.633,Tric.02,2
525,1,18.687,23.302,23.534,4.615,4.847,Tric.02,2
526,1,21.459,52.593,16.62,31.134,-4.839,Tric.02,2
527,1,2.82,3.316,2.039,0.496,-0.781,Tric.02,2
528,1,44.176,61.66,37.321,17.484,-6.855,Tric.02,2
529,1,19.432,57.459,33.273,38.027,13.841,Tric.02,2
530,1,9.819,62.495,74.831,52.676,65.012,Tric.02,2
531,2,88.728,189.483,151.686,100.755,62.958,Tric.02,2
532,2,30.212,78.363,79.501,48.151,49.289,Tric.02,2
533,2,34.82,47.834,29.479,13.014,-5.341,Tric.02,2
534,2,41.171,16.406,47.517,-24.765,6.346,Tric.02,2
535,2,16.652,40.269,12.246,23.617,-4.406,Tric.02,2
536,2,22.267,25.332,24.054,3.065,1.787,Tric.02,2
537,2,6.651,47.05,64.283,40.399,57.632,Tric.02,2
538,2,18.124,28.696,36.522,10.572,18.398,Tric.02,2
539,2,55.704,60.008,52.125,4.304,-3.579,Tric.02,2
540,2,40.888,38.527,33.591,-2.361,-7.297,Tric.02,2
541,3,13.36,18.929,26.128,5.569,12.768,Tric.02,2
542,3,23.539,1.539,3.852,-22,-19.687,Tric.02,2
543,3,39.968,60.943,64.515,20.975,24.547,Tric.02,2
544,3,8.704,37.541,60.197,28.837,51.493,Tric.02,2
545,3,4.618,18.138,23.555,13.52,18.937,Tric.02,2
546,3,2.3,20.727,13.583,18.427,11.283,Tric.02,2
547,3,1.534,25.584,34.579,24.05,33.045,Tric.02,2
548,3,10.261,30.415,28.905,20.154,18.644,Tric.02,2
549,3,41.304,92.263,42.729,50.959,1.425,Tric.02,2
550,3,52.208,44.78,40.947,-7.428,-11.261,Tric.02,2
551,4,20.996,41.339,9.223,20.343,-11.773,Tric.02,2
552,4,28.892,38.174,46.668,9.282,17.776,Tric.02,2
553,4,20.454,26.365,36.646,5.911,16.192,Tric.02,2
554,4,1.789,39.674,44.257,37.885,42.468,Tric.02,2
555,4,47.354,48.7,56.004,1.346,8.65,Tric.02,2
556,4,19.74,26.425,34.921,6.685,15.181,Tric.02,2
557,4,166.359,127.796,100.875,-38.563,-65.484,Tric.02,2
558,4,17.129,77.776,125.063,60.647,107.934,Tric.02,2
559,4,25.348,30.354,69.177,5.006,43.829,Tric.02,2
560,4,14.32,17.161,70.228,2.841,55.908,Tric.02,2
